#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:sav GI.1.tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.1.tree">
#                    <trait id="dateTrait.t:sav GI.1.tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward" value="AB436383.1_Sapovirus_Nagano18-4_JPN_GI.1_2004=2004,X86560/Manchester/GI.1_1995=1995,Tokyo/08/3992/AB622439.1_GI.1_2008=2008,Tokyo/08-3677/AB622437_GI.1_2008=2008,Tokyo/08-2932/AB622436_GI.1_2008=2008,Tokyo/08-1337/AB622432_GI.1_2008=2008,Sapporo/MT-2010/HM0026171982_GI.1_2010=2010,Nagano18-9/Jun2004_AB436384_GI.1_2004=2004,Maizuru/2008_HM030921.1_GI.1_2008=2008,Maizuru/2008/_HM030922__GI.1_2008=2008,Lyon/30388/98/F_AJ251991__GI.1_1998=1998,HM030920.1_Maizuru/GI.1_2008=2008,U95643_Houston_USA_GI.1_1986=1986,HM002617_Sapporo_GI.1_1982=1982,AY646853_NongKhai_50_Thailand_GI.1_2002=2002,AY237423_N21_Thailand_GI.1_2002=2002,Ehime_742S/AB448762_GI.1_2007=2007,AY237422_Mc114_GI.1_2001=2001,Chiba/010250/2001_AJ606695_GI.1_2001=2001,sapo_U65427_GI.1_1996=1996,MG012439.1_Sapovirus_PE_Lima1863_GI.1_2016=2016,MG012438.1_Sapovirus_Nashville9478_GI.1_2014=2014,MG012437.1_Sapovirus_Nashville9432_GI.1_2014=2014,MG012436.1_Sapovirus_Lima1870_GI.1_2016=2016,KX980412.1_Sapoviru_GI/Hunan/CHN_GI.1_2016=2016,AY646854.2_Chanthaburi-74_Thailand_GI.1_2002=2002,KT327081.1_Sapovirus_Zhejiang1/CHN_GI.1_2014=2014,KP298674.1_Sapovirus/Seoul/ROK62_KOR_GI.1_2013=2013,MG012400.1_Sapovirus_US/Nashville9491_GI.1_2014=2014,MG012399.2_Sapovirus_US/Portland3639_GI.1_2014=2014,MG012398.1_Sapovirus_PE/Lima1845_GI.1_2014=2014,MG012397.1_Sapovirus_US_Nashville9427_GI.1_2014=2014,MG012435.1_Sapovirus_US_Nashville9691-1_GI.1_2013=2013,19_peru_SP088X_GI.1_2017=2017,22_peru_SP088X_GI.1_2017=2017,25_peru_SP265X_GI.2_2018=2018,26_peru_SP088X_GI.1_2017=2017,28_peru_SP088X_GI.1_2017=2017,30_peru_SP088X_GI.1_2017=2017,1_peru_SP031X_GI.1_2017=2017,2_peru_SP031X_GI.1_2017=2017,3_peru_SP031X_GI.1_2017=2017,5_peru_SP031X_GI.1_2017=2017,9_peru_SP0051X_GI.1_2017=2017,11_peru_SP051X_GI.1_2017=2017,s64_02_miyagi_outbr_GI.1_2013K9_2013=2013,s65_03_miyagi_outbr_GI.1_2013K9_2013=2013,s90_5_miyagi_outbr_GI.1_2015K4_2015=2015,s84_11_miyagi_outbr_GI.1_2016K111_2016=2016,s82_09_miyagi_outbr_GI.1_2016K111_2016=2016,s93_08_miyagi_outbr_GI.1_2015K4_2015=2015,s92_07_miyagi_outbr_GI.1_2015K4_2015=2015,s91_06_miyagi_outbr_GI.1_2015K4_2015=2015">
#                        <taxa id="TaxonSet.sav GI1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:sav GI.1.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.1.clock" name="x">1.0E-4</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:sav GI.1.tree" name="distribution" x="@popSize.t:sav GI.1.tree">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI1" id="treeLikelihood.sav GI1" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.1.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mode" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:sav GI.1.mode" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mode" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mode" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mode" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.1.clock" id="StrictClock.c:sav GI.1.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	popSize	CoalescentConstant
88550000	-2304.2175231879764	-2090.6222960251207	-213.5952271628559	-2090.6222960251207	55.56268955310177	2.605851121150718E-4	1.0	21.68151826562497	-210.51876695803423
88560000	-2289.3903018599285	-2073.720265957049	-215.67003590287976	-2073.720265957049	46.13484946951016	2.9384970511374815E-4	1.0	21.723813314801628	-212.5916268562443
88570000	-2304.7675249746044	-2091.0119885298545	-213.75553644474985	-2091.0119885298545	59.53030684087359	3.1386554009584167E-4	1.0	21.077535149304982	-210.70732865631444
88580000	-2285.2002249797697	-2091.830128058858	-193.3700969209116	-2091.830128058858	48.055578342961425	2.9085173046224875E-4	1.0	14.383399860423777	-190.70402216677078
88590000	-2285.729881527823	-2080.01353805977	-205.7163434680532	-2080.01353805977	45.22285124569127	2.9271530855064194E-4	1.0	20.507724799998474	-202.69554183337536
88600000	-2296.745474957135	-2083.4930167142493	-213.25245824288555	-2083.4930167142493	53.8277320645874	2.5480032572475984E-4	1.0	23.42408992729567	-210.09869326600474
88610000	-2293.004203156951	-2084.895156415549	-208.10904674140173	-2084.895156415549	52.56063292307277	3.109027531562803E-4	1.0	20.091441505187277	-205.1087528127753
88620000	-2327.5670291089987	-2083.1737908959094	-244.39323821308923	-2083.1737908959094	61.59735672692447	2.2137087630903104E-4	1.0	41.9524865406734	-240.6567005080191
88630000	-2301.8822370897456	-2084.1857445871037	-217.696492502642	-2084.1857445871037	54.324577355621734	2.6319252825355926E-4	1.0	21.825756548569746	-214.61340173720694
88640000	-2306.8457009833282	-2083.3530670556183	-223.4926339277099	-2083.3530670556183	63.79112747504426	2.3955767067436007E-4	1.0	26.562346011184886	-220.21313927826805
88650000	-2284.9254142004593	-2076.551890504224	-208.37352369623517	-2076.551890504224	47.46135625767751	3.2368825703983883E-4	1.0	16.41531609505553	-205.5753088889909
88660000	-2279.3129677627635	-2085.5707785949553	-193.7421891678082	-2085.5707785949553	47.81534457064991	3.622245221885902E-4	1.0	11.636837585125814	-191.28801344754464
88670000	-2275.3170430037767	-2080.802938218576	-194.51410478520071	-2080.802938218576	47.347542511879716	3.8446296091217407E-4	1.0	13.30515044383215	-191.92595357351954
88680000	-2286.463136677417	-2087.614398160643	-198.84873851677423	-2087.614398160643	50.14932585471031	3.843962353908211E-4	1.0	12.717668037456411	-196.30574630605798
88690000	-2276.158410000976	-2089.0709669969247	-187.08744300405104	-2089.0709669969247	46.60495413944735	3.098761557080472E-4	1.0	13.604127402789327	-184.47706977185223
88700000	-2304.0924176058584	-2098.5364968019244	-205.55592080393387	-2098.5364968019244	45.646614337812736	3.190165515241634E-4	1.0	14.706318144940894	-202.86764359671093
88710000	-2264.566443197475	-2093.1618508135534	-171.40459238392182	-2093.1618508135534	41.37433046935246	4.90673696572201E-4	1.0	7.829772248482902	-169.34665896138137
88720000	-2282.620800612438	-2088.7810415091753	-193.83975910326242	-2088.7810415091753	45.58517630073747	3.292388666626408E-4	1.0	14.567460335731806	-191.16096880602274
88730000	-2295.444324524419	-2095.554873804708	-199.88945071971068	-2095.554873804708	50.93387769006561	2.936705799350104E-4	1.0	17.61762950183322	-197.02055064276894
88740000	-2272.6832909603613	-2094.8393280593023	-177.84396290105923	-2094.8393280593023	46.33852365078502	4.832787379102179E-4	1.0	10.904986222925782	-175.45474276477867
88750000	-2280.913161867712	-2088.5813685436888	-192.3317933240234	-2088.5813685436888	43.458208532420365	4.35061503092128E-4	1.0	20.12939889481546	-189.32961194597925
88760000	-2281.6377341018615	-2090.2137015063977	-191.42403259546393	-2090.2137015063977	43.0878198267289	3.7830409551661994E-4	1.0	10.188865797570895	-189.10273705986376
88770000	-2302.9511203609777	-2100.1754031618334	-202.77571719914445	-2100.1754031618334	53.60638247372088	3.54361953663021E-4	1.0	18.13724863181699	-199.87774944006165
88780000	-2265.0150095292784	-2089.6770116712883	-175.33799785799008	-2089.6770116712883	46.189621261312745	3.7299006911812894E-4	1.0	10.630264333451603	-172.97429279920487
88790000	-2278.4735834238336	-2102.502554760457	-175.97102866337676	-2102.502554760457	45.00508367988103	4.107562339853775E-4	1.0	10.95896022953275	-173.57687125592548
88800000	-2296.712386057701	-2097.4384055893624	-199.27398046833872	-2097.4384055893624	43.083399748796054	4.4728040787067776E-4	1.0	14.965528798437143	-196.56823099197928
88810000	-2288.6844054312096	-2094.4989534325873	-194.18545199862223	-2094.4989534325873	45.004923065752294	4.135308093822428E-4	1.0	17.01389279106061	-191.35142176530735
88820000	-2285.2142711545316	-2087.46902673224	-197.74524442229182	-2087.46902673224	44.42370475437721	4.1963191675367125E-4	1.0	15.991948743521107	-194.97315903023136
88830000	-2287.429430316112	-2098.9022520758685	-188.5271782402432	-2098.9022520758685	47.589894144756585	4.192213279410322E-4	1.0	13.084735323391389	-185.95573193194815
88840000	-2280.599135963568	-2098.012943991647	-182.58619197192147	-2098.012943991647	46.12774517461821	4.623605147981296E-4	1.0	11.327280699566167	-180.1589779345527
88850000	-2273.4989924042266	-2093.0687767436657	-180.43021566056103	-2093.0687767436657	43.40767454438392	4.615988141542263E-4	1.0	11.468646629318462	-177.99059872859425
88860000	-2271.416204903538	-2093.9346617317337	-177.48154317180453	-2093.9346617317337	44.244093037047364	4.181292435698609E-4	1.0	13.483688552174025	-174.88006247228373
88870000	-2259.8739953554627	-2093.1343844797298	-166.7396108757328	-2093.1343844797298	40.865755002033694	6.349932428820816E-4	1.0	9.458005981067512	-164.49274929912949
88880000	-2286.9071117855437	-2085.304992567111	-201.60211921843253	-2085.304992567111	49.993917287145436	3.461575977511727E-4	1.0	14.137265100963534	-198.9533049924448
88890000	-2267.8313357137718	-2084.6709278831045	-183.16040783066742	-2084.6709278831045	43.79329006139857	3.921872962702845E-4	1.0	12.666361378953289	-180.62145806156119
88900000	-2298.2732601260072	-2079.266286096753	-219.00697402925434	-2079.266286096753	51.510919628234376	3.069552691861044E-4	1.0	25.432384082712154	-215.77095070341983
88910000	-2291.9599167587035	-2078.112019070172	-213.8478976885312	-2078.112019070172	45.95774026476859	3.292385162220574E-4	1.0	19.57471017281161	-210.87365925275057
88920000	-2285.9296471536704	-2089.180735748933	-196.7489114047375	-2089.180735748933	47.3284883016929	4.220953754556218E-4	1.0	16.49413776272454	-193.945906374068
88930000	-2278.305727018896	-2087.809642864038	-190.49608415485835	-2087.809642864038	41.85029280189491	4.2026687721403316E-4	1.0	12.576774901271873	-187.96423230360224
88940000	-2281.4877804463686	-2089.058917139118	-192.42886330725054	-2089.058917139118	42.683943024916495	3.768393211715757E-4	1.0	13.72583041203559	-189.80958381807605
88950000	-2278.435913985366	-2081.604335199356	-196.8315787860099	-2081.604335199356	47.661650315982534	3.488082232345359E-4	1.0	14.75450423911193	-194.14003037769749
88960000	-2301.0850622642906	-2089.3259726596557	-211.75908960463482	-2089.3259726596557	61.7781869045771	2.53998390246206E-4	1.0	24.989880560887915	-208.54061863927566
88970000	-2288.6764381787953	-2087.0056647141328	-201.67077346466237	-2087.0056647141328	50.37623367329014	3.365825440294209E-4	1.0	18.632134891259714	-198.7458856923438
88980000	-2288.0091218041607	-2089.161654051944	-198.84746775221683	-2089.161654051944	44.16750586868118	4.0850908359534206E-4	1.0	17.332161956528893	-195.99490390401812
88990000	-2274.685404140973	-2085.758654737818	-188.92674940315504	-2085.758654737818	43.577485130515804	3.949356172233041E-4	1.0	12.627937011406864	-186.39083782048198
89000000	-2295.2565102605668	-2081.5808220202343	-213.67568824033256	-2081.5808220202343	52.4524429697038	3.8134221212444324E-4	1.0	18.177713001021413	-210.77549195701997
89010000	-2287.1673659642856	-2096.0293488298134	-191.13801713447225	-2096.0293488298134	46.29113427008022	4.0523567421648336E-4	1.0	12.792964491208089	-188.5891217637835
89020000	-2290.567328494099	-2089.730071693226	-200.83725680087295	-2089.730071693226	45.298774251114786	3.375351969591627E-4	1.0	16.880321826559857	-198.01110824633238
89030000	-2297.0890071720664	-2087.8604001581457	-209.22860701392065	-2087.8604001581457	45.33163231005916	3.652164954393238E-4	1.0	20.7178716351395	-206.19761032211727
89040000	-2299.463626845975	-2076.8126927528824	-222.65093409309256	-2076.8126927528824	49.1871744113012	3.5152473545950566E-4	1.0	24.690242808632842	-219.4445259554933
89050000	-2310.234514287382	-2091.030516705963	-219.20399758141897	-2091.030516705963	53.70819568719133	2.5443740153748164E-4	1.0	26.342333887032158	-215.9328202828396
89060000	-2295.064040544549	-2079.018168582672	-216.04587196187666	-2079.018168582672	51.31548420410821	2.73395695333339E-4	1.0	29.345210097730458	-212.6667426283169
89070000	-2302.700473592281	-2092.32881756681	-210.37165602547097	-2092.32881756681	54.81568568122022	3.0779850561955054E-4	1.0	19.461779442715084	-207.40320351184965
89080000	-2299.920664694437	-2081.034138592802	-218.88652610163524	-2081.034138592802	59.95578464001442	2.447484464107341E-4	1.0	20.840148162678368	-215.84964477524184
89090000	-2307.5193510338718	-2086.5648374293087	-220.95451360456298	-2086.5648374293087	52.1835313819524	2.9421679708132616E-4	1.0	23.438812750207745	-217.80012029172536
89100000	-2277.5284912229395	-2082.001890506494	-195.5266007164457	-2082.001890506494	45.68230334149007	4.325052987343562E-4	1.0	17.586937291533417	-192.65944428931257
89110000	-2307.299550959261	-2080.497426076309	-226.80212488295234	-2080.497426076309	66.39412639802127	2.493223039786098E-4	1.0	34.53132416280179	-223.26025802410146
89120000	-2289.069463627971	-2078.187156836325	-210.88230679164587	-2078.187156836325	48.814014394412204	3.3990113422325364E-4	1.0	22.024982166392967	-207.79012942952235
89130000	-2300.1241175665577	-2084.467781275117	-215.65633629144077	-2084.467781275117	52.470762218138226	3.978015644906337E-4	1.0	22.03783007675422	-212.56357576587072
89140000	-2278.8596617524404	-2078.185060345346	-200.67460140709443	-2078.185060345346	46.542550264620125	3.600515924894452E-4	1.0	15.506381108615864	-197.93334978346118
89150000	-2289.914692722736	-2083.4476738663325	-206.46701885640368	-2083.4476738663325	60.30885735940636	2.769633603247825E-4	1.0	21.004272379487695	-203.42229299273046
89160000	-2309.7868515451682	-2080.642450065538	-229.14440147963046	-2080.642450065538	49.65639124470961	2.1559110933761736E-4	1.0	21.404977162478207	-226.08077800695875
89170000	-2307.233927450491	-2083.8459169622843	-223.3880104882068	-2083.8459169622843	57.624523495366724	2.9031995702508167E-4	1.0	26.83282683065208	-220.09838446850486
89180000	-2292.3866332182824	-2081.3850975515884	-211.00153566669422	-2081.3850975515884	53.76622423222245	3.248086816447526E-4	1.0	22.785544705219614	-207.87540933595648
89190000	-2291.0303113941436	-2078.935146166364	-212.09516522777943	-2078.935146166364	55.03953205798045	2.420892727857123E-4	1.0	23.663624041529655	-208.93122620929648
89200000	-2286.0315120912774	-2084.635297851785	-201.39621423949274	-2084.635297851785	46.36460228210565	3.500284404867959E-4	1.0	20.095648234303397	-198.3957109536245
89210000	-2287.690980936824	-2075.795179118755	-211.89580181806872	-2075.795179118755	51.08477895884586	3.1657930024511023E-4	1.0	21.212229900864063	-208.84122392060704
89220000	-2275.9040954285983	-2081.574434395782	-194.32966103281626	-2081.574434395782	44.48698677333461	3.874348300329081E-4	1.0	11.407828474436819	-191.89536120480813
89230000	-2285.5008224303033	-2085.6182609026623	-199.88256152764114	-2085.6182609026623	47.45319949739655	3.5132606471844404E-4	1.0	16.629220230191002	-197.07140012488074
89240000	-2288.765995278039	-2088.2271292080486	-200.53886606999058	-2088.2271292080486	51.48036434708354	3.4857296300371736E-4	1.0	14.258760062984896	-197.88149461088983
89250000	-2288.0477605731635	-2085.113328527195	-202.9344320459684	-2085.113328527195	46.049914509854375	3.3821448814084733E-4	1.0	16.33363719656222	-200.14120543282777
89260000	-2278.47574698417	-2073.7947402109808	-204.68100677318932	-2073.7947402109808	46.04563878859376	2.658046655772953E-4	1.0	19.098602409678268	-201.7313916130821
89270000	-2275.0767248599836	-2082.291624468834	-192.78510039114954	-2082.291624468834	46.43245698673359	3.391680636952909E-4	1.0	11.931290290442963	-190.30593600577967
89280000	-2286.168358074135	-2081.2792439732025	-204.8891141009327	-2081.2792439732025	55.26383960865753	2.9694319492004346E-4	1.0	17.74453920170898	-202.01303628295335
89290000	-2283.4488417834027	-2080.545880327179	-202.90296145622358	-2080.545880327179	44.40563649341562	4.347675761700496E-4	1.0	15.479038388296974	-200.16347470961057
89300000	-2284.483655096806	-2078.352945186568	-206.1307099102381	-2078.352945186568	46.02780734428995	3.686344318300707E-4	1.0	22.241877858633423	-203.02873300833062
89310000	-2293.1061134455376	-2080.5762020258635	-212.52991141967416	-2080.5762020258635	52.46351059601694	2.5773388071576E-4	1.0	18.136046690052922	-209.63200993203174
89320000	-2293.7571223815467	-2085.673113331831	-208.08400904971566	-2085.673113331831	44.85563156285521	3.0939013507140994E-4	1.0	18.326945445130427	-205.17563664413285
89330000	-2275.2305183846784	-2079.7167886647326	-195.51372971994567	-2079.7167886647326	44.89419226386092	3.677748308276E-4	1.0	16.474324805069255	-192.7119266233973
89340000	-2289.584518015737	-2082.301120701567	-207.2833973141702	-2082.301120701567	45.116412549415976	3.3201455306653267E-4	1.0	20.070073694934994	-204.28416747947358
89350000	-2275.6012980933256	-2086.8484197490216	-188.7528783443038	-2086.8484197490216	44.37395397347983	4.204929420705178E-4	1.0	14.275095996497527	-186.0943618639859
89360000	-2281.9292099409254	-2086.1355949901	-195.79361495082549	-2086.1355949901	45.6403954409756	3.80344793118622E-4	1.0	20.107411830399492	-192.79252645595014
89370000	-2292.272341004693	-2085.654944159349	-206.61739684534425	-2085.654944159349	50.6458967500062	3.0234272569666486E-4	1.0	18.15890518714704	-203.7182357610398
89380000	-2287.4278263443584	-2085.1261294771334	-202.30169686722525	-2085.1261294771334	47.71550138487401	2.839251885149885E-4	1.0	20.105541834376737	-199.30070137700903
89390000	-2282.2196115519373	-2084.941394565775	-197.2782169861623	-2084.941394565775	43.984368266619576	3.2478740485457043E-4	1.0	14.560075565405162	-194.59993375347557
89400000	-2294.7566278316426	-2081.6180717562156	-213.13855607542698	-2081.6180717562156	45.98064311585522	3.0543501162519116E-4	1.0	21.59624384067751	-210.0660366721235
89410000	-2287.2769149188325	-2084.056094857725	-203.22082006110762	-2084.056094857725	48.9597520978729	4.3580790864940536E-4	1.0	18.87228724317694	-200.28312549851734
89420000	-2290.376091779239	-2088.6185307197125	-201.75756105952618	-2088.6185307197125	45.1574712375816	3.6303356191599027E-4	1.0	17.94823516385551	-198.87006926898795
89430000	-2283.8044572735093	-2077.7543234705117	-206.05013380299778	-2077.7543234705117	44.822903117626325	2.9146307621560257E-4	1.0	16.5616230861014	-203.24304564639783
89440000	-2287.468484720021	-2082.916994064002	-204.5514906560188	-2082.916994064002	49.2564605530878	3.082250155957092E-4	1.0	19.52629176635099	-201.57972880287326
89450000	-2272.7604020629797	-2080.047663520846	-192.71273854213356	-2080.047663520846	44.27585424856254	3.719474548896988E-4	1.0	15.176433436266255	-189.99299474926912
89460000	-2286.9702508553555	-2083.4791099479967	-203.49114090735893	-2083.4791099479967	46.8067922866765	3.418072012282751E-4	1.0	18.696566857424713	-200.56280099086524
89470000	-2278.2677874817455	-2077.5723776709665	-200.69540981077915	-2077.5723776709665	45.17575402404025	2.7854287340064435E-4	1.0	18.787639298861862	-197.76221064128381
89480000	-2287.5428553624374	-2087.383677280043	-200.15917808239448	-2087.383677280043	46.23705316850948	3.306684654753474E-4	1.0	14.890564066402767	-197.4584503541862
89490000	-2287.407485576879	-2096.387357958255	-191.02012761862412	-2096.387357958255	50.98608492571175	3.576750340992152E-4	1.0	11.851767590081147	-188.54765059844684
89500000	-2273.9970671246097	-2083.7821115404126	-190.21495558419718	-2083.7821115404126	41.803383289353256	3.8532976164147765E-4	1.0	13.372258229507272	-187.62177330461526
89510000	-2288.001511339759	-2094.604315541682	-193.39719579807698	-2094.604315541682	45.37410437340358	4.115531236691063E-4	1.0	13.573401047732725	-190.78908372573338
89520000	-2286.882830198399	-2084.735441620582	-202.147388577817	-2084.735441620582	46.49695419375352	3.2413990279359995E-4	1.0	12.384790832491774	-199.6309194037957
89530000	-2291.779262424116	-2083.892395883611	-207.88686654050514	-2083.892395883611	48.957281206796715	3.479023366099372E-4	1.0	15.64789828379258	-205.1365299275027
89540000	-2286.6324524623383	-2080.1415941967616	-206.49085826557672	-2080.1415941967616	48.63674778171272	3.031184891991533E-4	1.0	20.501176899306195	-203.47037597135798
89550000	-2302.0583020239123	-2085.9213279429387	-216.1369740809738	-2085.9213279429387	42.33557155913332	2.540372282474362E-4	1.0	19.505907432540187	-213.16625671602426
89560000	-2301.7505918071297	-2088.5871566295787	-213.16343517755107	-2088.5871566295787	47.56744904827084	3.033099820934902E-4	1.0	16.138322951632507	-210.38223842645039
89570000	-2283.662803444193	-2080.0621022763385	-203.60070116785434	-2080.0621022763385	40.65026942918867	3.6436280270266683E-4	1.0	14.988532160700602	-200.89341578176854
89580000	-2297.54916833719	-2082.7030967682326	-214.84607156895774	-2082.7030967682326	61.27844615376233	2.533459092400278E-4	1.0	23.78092889080768	-211.67718761660737
89590000	-2278.6244829429966	-2084.0013079043624	-194.62317503863414	-2084.0013079043624	43.58673025660826	4.369420939103509E-4	1.0	12.30427401993231	-192.1132283553181
89600000	-2287.6146972139663	-2090.985669187162	-196.6290280268044	-2090.985669187162	49.970044243783995	3.4029223736192467E-4	1.0	13.762577225406263	-194.00707491347933
89610000	-2271.9140942076274	-2086.744198199012	-185.16989600861532	-2086.744198199012	43.79567864878159	3.6812921918021296E-4	1.0	12.155596573726736	-182.67210632153115
89620000	-2282.793852080267	-2085.057295114692	-197.73655696557503	-2085.057295114692	50.68157748461273	3.287480376767054E-4	1.0	13.918807638902816	-195.1033159724624
89630000	-2289.420741860318	-2086.9992796947495	-202.42146216556827	-2086.9992796947495	43.18999587553745	3.2458645227891535E-4	1.0	18.829290305485806	-199.48604851317475
89640000	-2297.5787819492116	-2088.0153593440546	-209.5634226051571	-2088.0153593440546	56.011117216495755	2.5828386809242877E-4	1.0	18.36445870626788	-206.65300540052252
89650000	-2303.1987745696724	-2086.8409746720404	-216.35779989763188	-2086.8409746720404	51.51960255994425	2.9004533191472867E-4	1.0	24.99527796016728	-213.13911297219735
89660000	-2279.1724645000068	-2088.343781667107	-190.82868283289952	-2088.343781667107	49.19784356391868	3.607598319377391E-4	1.0	14.307703532986213	-188.16788473208462
89670000	-2293.378316970256	-2081.6418534583945	-211.73646351186164	-2081.6418534583945	50.73945333599744	3.7820746308848973E-4	1.0	18.495500052732716	-208.81893604975792
89680000	-2278.3285530093676	-2084.148757566789	-194.17979544257884	-2084.148757566789	46.425390127870976	4.115656359426066E-4	1.0	17.23843229746189	-191.33265411549996
89690000	-2274.6846122934103	-2084.2531272075066	-190.43148508590343	-2084.2531272075066	47.73773835551359	4.2316686779197174E-4	1.0	12.033768947211975	-187.9437683092886
89700000	-2296.7238549256995	-2087.8993713576865	-208.82448356801308	-2087.8993713576865	46.437886350113295	3.2937925353669476E-4	1.0	22.120368821312212	-205.7279847178401
89710000	-2288.620679131978	-2082.807973004324	-205.8127061276536	-2082.807973004324	45.76556254538104	2.939039788608805E-4	1.0	16.94766795655987	-202.98257588697643
89720000	-2289.8689189671127	-2077.61442985567	-212.2544891114427	-2077.61442985567	48.369235454264015	2.9612687199622465E-4	1.0	20.238657819099753	-209.24689458250785
89730000	-2290.7080590034134	-2084.575979334925	-206.13207966848853	-2084.575979334925	50.87237390236428	3.673651435819802E-4	1.0	22.751077984738508	-203.0074671402696
89740000	-2286.116786348683	-2082.82073764915	-203.2960486995331	-2082.82073764915	45.31605050021558	3.9897519926805034E-4	1.0	16.963796587770066	-200.46496723881023
89750000	-2296.9438102866825	-2077.8991658505047	-219.04464443617798	-2077.8991658505047	50.79953391553222	2.4799163878859806E-4	1.0	24.63384432282275	-215.84052315328478
89760000	-2275.457138564676	-2083.886501382454	-191.57063718222193	-2083.886501382454	47.49565483994084	3.85724476519949E-4	1.0	12.250173475734574	-189.065097084047
89770000	-2297.1559207931364	-2088.413547000388	-208.74237379274817	-2088.413547000388	49.438628776500614	2.9803237113129225E-4	1.0	23.068554132259756	-205.6039033955972
89780000	-2300.715654034822	-2077.892270991762	-222.82338304306003	-2077.892270991762	46.81577489459312	2.729237266787487E-4	1.0	36.49048723840738	-219.2263314400451
89790000	-2316.1491139565182	-2102.198324051711	-213.95078990480718	-2102.198324051711	47.53375700114908	3.6924927652125944E-4	1.0	24.994810094508725	-210.73212169770972
89800000	-2288.0949322019114	-2089.924741400576	-198.17019080133565	-2089.924741400576	44.29915996696203	4.216360152809947E-4	1.0	19.920238513723447	-195.1784545756704
89810000	-2291.274192506604	-2082.4926387345245	-208.78155377207926	-2082.4926387345245	53.08803923757611	3.6875911744932156E-4	1.0	19.813451217414205	-205.79519271062065
89820000	-2282.1258446870074	-2081.686755524712	-200.43908916229512	-2081.686755524712	45.383296358764014	3.414880963165259E-4	1.0	18.515851313451332	-197.52046196932406
89830000	-2286.667046094495	-2079.428879819227	-207.23816627526844	-2079.428879819227	51.51699513447929	3.0557871302125557E-4	1.0	18.313661089985192	-204.33051898626985
89840000	-2300.618891200973	-2075.584121423778	-225.03476977719498	-2075.584121423778	49.43991914067409	2.6879804884173664E-4	1.0	22.275281463562163	-221.93129216806778
89850000	-2274.60503858996	-2088.0217194534935	-186.58331913646614	-2088.0217194534935	43.31238068494003	3.94457103751714E-4	1.0	11.297303434419687	-184.15875507334766
89860000	-2306.0617939018325	-2080.411145907944	-225.65064799388847	-2080.411145907944	50.70097019618394	3.39536318315956E-4	1.0	24.2684212907864	-222.4614720240289
89870000	-2290.212777171362	-2086.2169305559573	-203.99584661540496	-2086.2169305559573	50.20309168742222	4.246896909073258E-4	1.0	20.8755245342094	-200.95726921759646
89880000	-2276.3110951792014	-2092.5976314601066	-183.71346371909465	-2092.5976314601066	43.8829993683984	5.02598258131894E-4	1.0	10.361541742810113	-181.3753626764619
89890000	-2292.3125793270074	-2089.3832329426377	-202.92934638436964	-2089.3832329426377	46.35671807428668	3.7126786151721027E-4	1.0	17.55734490808084	-200.06387400872907
89900000	-2293.7241735401226	-2087.743909477415	-205.98026406270756	-2087.743909477415	48.866569852088126	2.2661907570052547E-4	1.0	21.815086945383538	-202.89766227056197
89910000	-2276.7740676912044	-2081.526635598098	-195.24743209310623	-2081.526635598098	45.82416935070563	3.9812741745936793E-4	1.0	11.898899326785546	-192.77098619081397
