#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:sav GI.1.tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.1.tree">
#                    <trait id="dateTrait.t:sav GI.1.tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward" value="AB436383.1_Sapovirus_Nagano18-4_JPN_GI.1_2004=2004,X86560/Manchester/GI.1_1995=1995,Tokyo/08/3992/AB622439.1_GI.1_2008=2008,Tokyo/08-3677/AB622437_GI.1_2008=2008,Tokyo/08-2932/AB622436_GI.1_2008=2008,Tokyo/08-1337/AB622432_GI.1_2008=2008,Sapporo/MT-2010/HM0026171982_GI.1_2010=2010,Nagano18-9/Jun2004_AB436384_GI.1_2004=2004,Maizuru/2008_HM030921.1_GI.1_2008=2008,Maizuru/2008/_HM030922__GI.1_2008=2008,Lyon/30388/98/F_AJ251991__GI.1_1998=1998,HM030920.1_Maizuru/GI.1_2008=2008,U95643_Houston_USA_GI.1_1986=1986,HM002617_Sapporo_GI.1_1982=1982,AY646853_NongKhai_50_Thailand_GI.1_2002=2002,AY237423_N21_Thailand_GI.1_2002=2002,Ehime_742S/AB448762_GI.1_2007=2007,AY237422_Mc114_GI.1_2001=2001,Chiba/010250/2001_AJ606695_GI.1_2001=2001,sapo_U65427_GI.1_1996=1996,MG012439.1_Sapovirus_PE_Lima1863_GI.1_2016=2016,MG012438.1_Sapovirus_Nashville9478_GI.1_2014=2014,MG012437.1_Sapovirus_Nashville9432_GI.1_2014=2014,MG012436.1_Sapovirus_Lima1870_GI.1_2016=2016,KX980412.1_Sapoviru_GI/Hunan/CHN_GI.1_2016=2016,AY646854.2_Chanthaburi-74_Thailand_GI.1_2002=2002,KT327081.1_Sapovirus_Zhejiang1/CHN_GI.1_2014=2014,KP298674.1_Sapovirus/Seoul/ROK62_KOR_GI.1_2013=2013,MG012400.1_Sapovirus_US/Nashville9491_GI.1_2014=2014,MG012399.2_Sapovirus_US/Portland3639_GI.1_2014=2014,MG012398.1_Sapovirus_PE/Lima1845_GI.1_2014=2014,MG012397.1_Sapovirus_US_Nashville9427_GI.1_2014=2014,MG012435.1_Sapovirus_US_Nashville9691-1_GI.1_2013=2013,19_peru_SP088X_GI.1_2017=2017,22_peru_SP088X_GI.1_2017=2017,25_peru_SP265X_GI.2_2018=2018,26_peru_SP088X_GI.1_2017=2017,28_peru_SP088X_GI.1_2017=2017,30_peru_SP088X_GI.1_2017=2017,1_peru_SP031X_GI.1_2017=2017,2_peru_SP031X_GI.1_2017=2017,3_peru_SP031X_GI.1_2017=2017,5_peru_SP031X_GI.1_2017=2017,9_peru_SP0051X_GI.1_2017=2017,11_peru_SP051X_GI.1_2017=2017,s64_02_miyagi_outbr_GI.1_2013K9_2013=2013,s65_03_miyagi_outbr_GI.1_2013K9_2013=2013,s90_5_miyagi_outbr_GI.1_2015K4_2015=2015,s84_11_miyagi_outbr_GI.1_2016K111_2016=2016,s82_09_miyagi_outbr_GI.1_2016K111_2016=2016,s93_08_miyagi_outbr_GI.1_2015K4_2015=2015,s92_07_miyagi_outbr_GI.1_2015K4_2015=2015,s91_06_miyagi_outbr_GI.1_2015K4_2015=2015">
#                        <taxa id="TaxonSet.sav GI1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:sav GI.1.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.1.clock" name="x">1.0E-4</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:sav GI.1.tree" name="distribution" x="@popSize.t:sav GI.1.tree">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI1" id="treeLikelihood.sav GI1" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.1.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mode" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:sav GI.1.mode" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mode" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mode" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mode" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.1.clock" id="StrictClock.c:sav GI.1.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	popSize	CoalescentConstant
56020000	-2283.5191023985667	-2075.393543182496	-208.1255592160705	-2075.393543182496	52.93921324669839	2.8796462282661416E-4	1.0	20.275680068827825	-205.1161370743959
56030000	-2285.53469619955	-2085.255126904184	-200.27956929536583	-2085.255126904184	45.388060244754335	3.146380899580253E-4	1.0	11.912322555970489	-197.80199592211278
56040000	-2293.0284633066394	-2082.481427468328	-210.5470358383114	-2082.481427468328	42.93920840428464	2.844164438479901E-4	1.0	16.436798016354224	-207.74751323551473
56050000	-2281.0761676884895	-2077.935705449471	-203.14046223901855	-2077.935705449471	46.3279098382507	3.398681142000134E-4	1.0	18.303475086323772	-200.23337130177148
56060000	-2292.927614239063	-2091.9244944638795	-201.0031197751835	-2091.9244944638795	51.43377624863629	3.857397268843406E-4	1.0	16.523445760068036	-198.19833944772276
56070000	-2288.2058942105773	-2077.331393464712	-210.87450074586494	-2077.331393464712	45.95879413096424	3.485898913770884E-4	1.0	17.139690502711037	-208.03310388987634
56080000	-2274.1827476784406	-2091.3800630556257	-182.80268462281487	-2091.3800630556257	48.98633931035516	4.150005415261294E-4	1.0	12.861640106024948	-180.2484353766766
56090000	-2291.7959131400635	-2084.448550883623	-207.3473622564407	-2084.448550883623	47.75288569349003	2.8280244820365574E-4	1.0	17.963337629013058	-204.45902937402744
56100000	-2276.9178601037443	-2079.1564873689804	-197.7613727347638	-2079.1564873689804	44.20032101812098	3.4066504545504314E-4	1.0	14.996017606421718	-195.0535880618163
56110000	-2299.711354120058	-2095.303774142856	-204.4075799772016	-2095.303774142856	43.044218291203386	4.0333139428244203E-4	1.0	17.718232423835243	-201.53298578734797
56120000	-2275.1706406372973	-2087.177609600407	-187.99303103689027	-2087.177609600407	47.284890420746756	3.8683427850428313E-4	1.0	15.542978284909028	-185.2494220574883
56130000	-2292.3539226308762	-2083.890068581907	-208.46385404896924	-2083.890068581907	45.80250545000299	3.316043765812652E-4	1.0	20.019769922580217	-205.4671337675268
56140000	-2284.556483230094	-2085.226867848254	-199.32961538183952	-2085.226867848254	44.36489922214997	4.1014163538065335E-4	1.0	16.230269562737412	-196.54273739153305
56150000	-2285.019799558081	-2095.803847538676	-189.21595201940505	-2095.803847538676	46.500225411139674	2.8126492442889355E-4	1.0	17.692177987342667	-186.34282939912046
56160000	-2284.027986093379	-2088.158276882197	-195.86970921118214	-2088.158276882197	43.76611997027854	3.329247775649555E-4	1.0	14.805076502813804	-193.17473908227862
56170000	-2294.195203699112	-2081.0404652583707	-213.15473844074114	-2081.0404652583707	48.78298720386366	3.941629487784714E-4	1.0	17.568137892722692	-210.28865152635998
56180000	-2299.263232759713	-2085.5541378997727	-213.70909485994028	-2085.5541378997727	49.24152631687311	3.081780535182629E-4	1.0	18.29034261495165	-210.80272166534817
56190000	-2291.2023406198778	-2094.0998994758684	-197.10244114400928	-2094.0998994758684	53.89727166895317	3.9719143813464285E-4	1.0	13.842870140682937	-194.4746708352129
56200000	-2291.4246876093794	-2086.284158387732	-205.1405292216474	-2086.284158387732	48.942235231254855	4.429130043719385E-4	1.0	16.256311596670997	-202.35204798233272
56210000	-2279.428584226953	-2093.532065237263	-185.8965189896897	-2093.532065237263	43.76278262869457	4.6388862325431803E-4	1.0	9.245228579884607	-183.6724114004527
56220000	-2296.9125705811707	-2084.7682163717623	-212.14435420940828	-2084.7682163717623	50.659380416569356	3.6317117960615164E-4	1.0	23.52049706229611	-208.98648195300015
56230000	-2301.551942718959	-2089.499860717729	-212.0520820012299	-2089.499860717729	63.27578939429322	2.445116916628465E-4	1.0	25.319150941840306	-208.82052093761885
56240000	-2278.579400462032	-2085.7201177743414	-192.85928268769052	-2085.7201177743414	46.538217749950604	3.7869893632249546E-4	1.0	10.972594965824616	-190.4638818902537
56250000	-2285.109785281878	-2083.1178832465985	-201.9919020352795	-2083.1178832465985	46.23257340261645	3.8256723093168187E-4	1.0	16.02305744087158	-199.217873260359
56260000	-2286.463208025643	-2077.7991846913264	-208.66402333431643	-2077.7991846913264	51.30701747975417	3.126303765015701E-4	1.0	14.000794925467504	-206.02490922592258
56270000	-2282.325630076495	-2083.7159696804038	-198.60966039609121	-2083.7159696804038	45.01651978062345	3.607023309515568E-4	1.0	17.416622539525576	-195.75223532753336
56280000	-2292.581981263215	-2083.4699629998786	-209.1120182633361	-2083.4699629998786	48.72999060445241	2.9521973943686834E-4	1.0	19.622017308550657	-206.13536599549607
56290000	-2277.8794079039226	-2086.3181986808127	-191.56120922311007	-2086.3181986808127	42.86752510473516	4.5186909546333004E-4	1.0	15.588642550681394	-188.81466661562857
56300000	-2286.7297724322166	-2088.353230463163	-198.37654196905345	-2088.353230463163	46.858175629624434	3.279812170784992E-4	1.0	19.6708711521812	-195.39740304926607
56310000	-2285.1079618420654	-2090.4115394732726	-194.69642236879264	-2090.4115394732726	58.70918659711545	2.5372453330352833E-4	1.0	14.460745735844066	-192.02498458106513
56320000	-2284.4826886551286	-2076.7998141562484	-207.68287449888	-2076.7998141562484	51.2497957997822	2.9906554431087404E-4	1.0	14.585878134597182	-205.00282068930989
56330000	-2301.4205458571496	-2090.4459434561577	-210.9746024009918	-2090.4459434561577	51.97278092384365	3.9827533028450197E-4	1.0	16.44301250497031	-208.17470178575581
56340000	-2273.8245552510116	-2082.744168005668	-191.08038724534367	-2082.744168005668	46.54597453136823	3.8103011796854924E-4	1.0	13.285964865918368	-188.49367904054802
56350000	-2290.3712843416215	-2094.6103816337595	-195.76090270786193	-2094.6103816337595	45.12833892959157	2.5452062333292976E-4	1.0	14.229073287407825	-193.10561542174534
56360000	-2275.194077710041	-2081.304046371831	-193.89003133820944	-2081.304046371831	44.92915859895749	3.662789690316873E-4	1.0	15.176043449178916	-191.17031324256166
56370000	-2280.2073362224282	-2088.740384568444	-191.46695165398452	-2088.740384568444	47.90021372647747	3.572499370043716E-4	1.0	10.261772621301148	-189.13852605905763
56380000	-2284.5888565897817	-2084.195184561301	-200.3936720284807	-2084.195184561301	50.445992854878945	3.866051018646291E-4	1.0	14.293183480666755	-197.73388928453636
56390000	-2280.5139534269974	-2084.0553465997973	-196.45860682720024	-2084.0553465997973	45.1531959445244	3.51613288822477E-4	1.0	14.60840290329719	-193.7770099227246
56400000	-2299.4198758632597	-2095.2701951197696	-204.14968074349017	-2095.2701951197696	43.239800916067146	3.3537283796909923E-4	1.0	23.51029407472452	-200.9922423725211
56410000	-2292.875027524187	-2093.3979251128258	-199.47710241136105	-2093.3979251128258	50.82898852109844	5.297275917244412E-4	1.0	17.768140024042903	-196.59969544411317
56420000	-2276.566307819842	-2083.1726382359802	-193.39366958386216	-2083.1726382359802	44.505586116477616	3.0488483165131563E-4	1.0	18.70199582668479	-190.465039336997
56430000	-2272.700454632394	-2080.7488603263155	-191.95159430607873	-2080.7488603263155	48.93972238574208	3.3239530581185585E-4	1.0	14.122562038310226	-189.30382064300085
56440000	-2289.0698394222095	-2091.899077354634	-197.17076206757554	-2091.899077354634	48.44672386703125	3.9360048222904204E-4	1.0	18.12261690273625	-194.27360135670756
56450000	-2286.6384693373066	-2088.1723066830873	-198.46616265421943	-2088.1723066830873	49.21710278768351	2.9773853836485007E-4	1.0	16.032692700430005	-195.69153272288824
56460000	-2289.7726827594147	-2081.2871758293854	-208.48550693002926	-2081.2871758293854	53.75545632766048	3.0803639512087865E-4	1.0	15.475898734924442	-205.74622303657475
56470000	-2284.141473804328	-2077.9310559321725	-206.21041787215552	-2077.9310559321725	48.28248958117113	3.9850069718393963E-4	1.0	18.24992543317702	-203.3062568779887
56480000	-2283.307828555625	-2079.621399994399	-203.6864285612259	-2079.621399994399	43.46464144894377	4.2544988110045437E-4	1.0	25.157565345503098	-200.46126990094777
56490000	-2292.4717307678147	-2088.814200152773	-203.65753061504185	-2088.814200152773	60.26162567289201	4.285568363182259E-4	1.0	17.298225527740524	-200.80692668944968
56500000	-2300.802930395414	-2088.132890129754	-212.67004026566013	-2088.132890129754	46.629508142756464	2.934127829955781E-4	1.0	19.784397883360043	-209.68514662427245
56510000	-2274.9342023152985	-2082.3289033855463	-192.60529892975237	-2082.3289033855463	47.21254428393401	3.193688257161208E-4	1.0	10.489102822195209	-190.25496203796126
56520000	-2306.1119970327873	-2087.7754686712747	-218.33652836151276	-2087.7754686712747	60.77998957041835	3.200019125620745E-4	1.0	27.390135413202035	-215.02634543435798
56530000	-2279.724003666017	-2077.664551614001	-202.05945205201576	-2077.664551614001	48.2250103296847	3.587799098261249E-4	1.0	21.528819914783963	-198.9900595533454
56540000	-2303.2836597362116	-2084.104003827062	-219.17965590914946	-2084.104003827062	53.85722018413108	2.867435501017664E-4	1.0	24.215290223619142	-215.99267164808344
56550000	-2273.294084271993	-2084.137917214047	-189.15616705794648	-2084.137917214047	42.91923777224229	4.611100556748222E-4	1.0	15.063849442472245	-186.44386926116678
56560000	-2298.68797355664	-2082.3621252084017	-216.32584834823797	-2082.3621252084017	46.56599076946154	2.503145741157141E-4	1.0	21.003418423227046	-213.28116314170367
56570000	-2294.754266356602	-2084.3541551067074	-210.40011124989428	-2084.3541551067074	49.53051285905817	3.4934522322486956E-4	1.0	20.46315742726323	-207.38148517931907
56580000	-2291.8744841095695	-2089.6529334584257	-202.22155065114373	-2089.6529334584257	56.318088274191346	3.608375435081294E-4	1.0	20.722777344463175	-199.19031720101404
56590000	-2292.518227687078	-2085.9156675357112	-206.60256015136667	-2085.9156675357112	47.77695007568043	3.060417714981848E-4	1.0	22.20904378298737	-203.50206056783213
56600000	-2291.1435578409455	-2080.9475493613945	-210.19600847955078	-2080.9475493613945	43.771067894777374	3.49412444943432E-4	1.0	17.8114926966766	-207.31616457348295
56610000	-2277.051633832856	-2083.5808060083145	-193.47082782454183	-2083.5808060083145	41.740646961531695	4.8260491269106344E-4	1.0	14.10726601777522	-190.82413783948007
56620000	-2296.9047329028986	-2096.161188959513	-200.7435439433858	-2096.161188959513	47.13860348595661	2.441860358294478E-4	1.0	13.71634002529292	-198.12495611868025
56630000	-2296.6457681710117	-2096.0409170041903	-200.60485116682142	-2096.0409170041903	44.31478997028897	3.485997407121764E-4	1.0	16.407081234860154	-197.80713814256913
56640000	-2290.5824649208243	-2076.4789579140415	-214.10350700678302	-2076.4789579140415	46.74036825507624	3.6212684590538827E-4	1.0	20.92753239570165	-211.0624413752354
56650000	-2299.824842724419	-2088.4371928147757	-211.3876499096432	-2088.4371928147757	56.08163724022602	2.604336573459834E-4	1.0	17.405781423164356	-208.53084749291162
56660000	-2298.907726416659	-2080.108779500565	-218.7989469160941	-2080.108779500565	53.69408075172269	2.595991205631261E-4	1.0	23.223514399041022	-215.65378159903574
56670000	-2291.9455970166937	-2083.177044041633	-208.76855297506052	-2083.177044041633	57.527617592794265	2.4290121598708505E-4	1.0	18.623528490446912	-205.84412722114047
56680000	-2326.988880520404	-2080.006684276945	-246.98219624345913	-2080.006684276945	76.0835995861631	2.1548696121721328E-4	1.0	38.713677790928784	-243.32600327457536
56690000	-2305.578769983225	-2083.4612825894696	-222.1174873937554	-2083.4612825894696	47.63048536181498	3.3717650231368626E-4	1.0	28.986028248813795	-218.75067346438803
56700000	-2274.897085106059	-2093.8581846383404	-181.03890046771875	-2093.8581846383404	45.31839079086133	3.7985196978744247E-4	1.0	13.016465995945788	-178.47268529666462
56710000	-2300.2499020477226	-2087.9762839331306	-212.27361811459187	-2087.9762839331306	46.43181979961832	2.9365472127611833E-4	1.0	18.191618197913744	-209.37265716516575
56720000	-2279.0778950087315	-2079.6949880729862	-199.38290693574538	-2079.6949880729862	43.85869441580669	4.1647881433575537E-4	1.0	17.28275540539434	-196.5331977287506
56730000	-2288.820216716408	-2086.927465581659	-201.892751134749	-2086.927465581659	44.26616142116106	3.967164452680659E-4	1.0	15.507703678322459	-199.15141422278845
56740000	-2280.352387380769	-2079.338088300827	-201.01429907994196	-2079.338088300827	49.63684065050777	2.875018490128807E-4	1.0	15.563006076430144	-198.26940238727838
56750000	-2287.8945896310574	-2079.2692860796783	-208.6253035513791	-2079.2692860796783	44.99519979646926	3.661448036732595E-4	1.0	20.701867981843193	-205.59507961451047
56760000	-2268.693217177612	-2085.264625531703	-183.42859164590897	-2085.264625531703	41.21861891458198	4.265149173312074E-4	1.0	8.90225971516275	-181.2422865008181
56770000	-2285.2734036998254	-2082.1152163805864	-203.1581873192391	-2082.1152163805864	45.380916305508606	2.802472704425437E-4	1.0	13.751937477411035	-200.53700759760497
56780000	-2301.0305070801373	-2084.2515769742195	-216.77893010591788	-2084.2515769742195	67.47650644134464	2.298856617900002E-4	1.0	20.276138751468853	-213.76948534219306
56790000	-2300.2281440167403	-2086.063505619219	-214.16463839752106	-2086.063505619219	52.39169764434078	3.681766405292243E-4	1.0	18.484661215468126	-211.24769713283797
56800000	-2302.742286525887	-2079.96380681512	-222.77847971076702	-2079.96380681512	60.44192462945587	2.1289561129700997E-4	1.0	20.33929654083053	-219.7659249057579
56810000	-2290.5301532874732	-2078.013723358154	-212.5164299293194	-2078.013723358154	49.570135443784125	3.6825051637709444E-4	1.0	23.962040184590148	-209.3399590100899
56820000	-2295.1746962195175	-2079.419996004372	-215.7547002151456	-2079.419996004372	49.18358614800812	2.1480205228402907E-4	1.0	20.659736579253572	-212.7265135018135
56830000	-2287.7264133787153	-2086.612873247605	-201.1135401311105	-2086.612873247605	49.44194650490727	3.729746441994858E-4	1.0	20.262959699645663	-198.10474555709345
56840000	-2284.662058387508	-2081.484507620344	-203.1775507671636	-2081.484507620344	51.195975697716776	4.6752041860083213E-4	1.0	16.108628220420368	-200.39819572441215
56850000	-2280.9525111429307	-2088.6195102160045	-192.33300092692633	-2088.6195102160045	43.47886846464727	3.648087703981267E-4	1.0	10.641904950725767	-189.96820142231564
56860000	-2263.30286849403	-2081.2565673098575	-182.0463011841725	-2081.2565673098575	40.52955370147595	5.43335769062758E-4	1.0	10.214669678621785	-179.72247629332037
56870000	-2275.913456810734	-2080.5772658774026	-195.3361909333311	-2080.5772658774026	44.07899049611792	3.7639317509162483E-4	1.0	16.800016110580053	-192.51481108795923
56880000	-2281.5839361354488	-2079.0688277394825	-202.51510839596637	-2079.0688277394825	43.58829147394501	3.649340399062695E-4	1.0	21.738721638973683	-199.43601331825735
56890000	-2300.307311235777	-2092.79791304691	-207.5093981888674	-2092.79791304691	47.088077698389824	3.321709929549211E-4	1.0	20.295328927156003	-204.49900743140776
56900000	-2285.2973209934976	-2084.040594543978	-201.25672644951945	-2084.040594543978	49.71008820069876	3.5210316972261323E-4	1.0	17.93052336784606	-198.3702219728222
56910000	-2280.7264474617177	-2076.797879241817	-203.92856821990057	-2076.797879241817	45.98806906631983	3.0093852771957127E-4	1.0	23.047269408466637	-200.79102092131623
56920000	-2279.1710426627205	-2084.5769718163237	-194.5940708463969	-2084.5769718163237	47.38511296248911	4.613403815449587E-4	1.0	17.106701328261607	-191.75460056911572
56930000	-2272.1916983145575	-2084.89701424931	-187.2946840652474	-2084.89701424931	43.99150204662888	3.5559826491752416E-4	1.0	13.996751183631735	-184.65585882087385
56940000	-2279.9959742205215	-2084.5342137855423	-195.46176043497928	-2084.5342137855423	42.87119653649748	3.6796944094750486E-4	1.0	13.678220082490453	-192.8459556421791
56950000	-2278.8396626408457	-2082.4229851782165	-196.41667746262917	-2082.4229851782165	45.70660350781568	3.2399332938327913E-4	1.0	16.106828621447054	-193.63743414258175
56960000	-2281.1460832788566	-2084.3384284905023	-196.8076547883541	-2084.3384284905023	51.46680934079279	2.891901710279923E-4	1.0	13.314773979860146	-194.2187805440832
56970000	-2289.275926477007	-2084.8212595055616	-204.4546669714454	-2084.8212595055616	44.41578501654091	2.857161455168543E-4	1.0	15.164594191885014	-201.7357035901825
56980000	-2294.5341667388743	-2085.997289193136	-208.53687754573832	-2085.997289193136	52.542639307948335	3.784293571609583E-4	1.0	17.278493620966252	-205.68741496087495
56990000	-2287.6482322859456	-2082.029441364057	-205.61879092188818	-2082.029441364057	47.005157720330686	3.6712577422982494E-4	1.0	17.184210355412958	-202.77479996228348
57000000	-2308.1416849827233	-2089.7864197333674	-218.35526524935605	-2089.7864197333674	57.24635080810894	2.1163347043067992E-4	1.0	24.015668674668802	-215.1765587705849
57010000	-2284.8770476967475	-2089.5360531804226	-195.34099451632468	-2089.5360531804226	45.29685552004651	3.376910105140583E-4	1.0	11.34757654362586	-192.9119903155814
57020000	-2280.9691566746455	-2079.215252376669	-201.75390429797648	-2079.215252376669	44.508282245989	3.4372501506002784E-4	1.0	15.358505880980063	-199.02223484836202
57030000	-2300.5300195658247	-2088.699423834602	-211.83059573122253	-2088.699423834602	53.44238674383595	2.3842093169838436E-4	1.0	19.345895797453014	-208.86811543773467
57040000	-2287.5960879105764	-2077.8152539078174	-209.780834002759	-2077.8152539078174	45.75063127898799	2.9628505633546583E-4	1.0	18.07363674067443	-206.8863796599279
57050000	-2293.817017428688	-2084.526450767646	-209.2905666610419	-2084.526450767646	54.139728974911	3.1416386856943893E-4	1.0	17.881896650967413	-206.40677782024625
57060000	-2294.3976697377743	-2076.09996225399	-218.2977074837846	-2076.09996225399	47.12305487266948	2.9973229995638285E-4	1.0	23.749338386453438	-215.13015281110447
57070000	-2291.7964351076116	-2084.935052031508	-206.8613830761035	-2084.935052031508	51.917188162037235	2.984867887234778E-4	1.0	16.450649356527002	-204.0610181251103
57080000	-2274.7410778681806	-2085.3736184583677	-189.3674594098128	-2085.3736184583677	43.93183671497145	3.6298956182912595E-4	1.0	12.66143366742753	-186.82889875563575
57090000	-2288.482870798905	-2079.645219524907	-208.83765127399778	-2079.645219524907	55.20065116817941	2.647543196285621E-4	1.0	18.197513365825625	-205.93636631750087
57100000	-2278.394316913901	-2076.6463721448317	-201.7479447690693	-2076.6463721448317	44.17077225210639	3.3617811016345406E-4	1.0	17.236043813103	-198.90094200736587
57110000	-2287.6451326704973	-2089.0205066375665	-198.62462603293062	-2089.0205066375665	50.51242170430049	4.3338611877035956E-4	1.0	23.283335126234633	-195.47688815889214
57120000	-2280.866597633873	-2076.6021641421225	-204.26443349175057	-2076.6021641421225	49.47831089737551	3.150853501429745E-4	1.0	19.663645687094245	-201.28566195744284
57130000	-2288.7012204259613	-2090.546878451129	-198.15434197483248	-2090.546878451129	46.73745976595934	3.7383414189619296E-4	1.0	14.014448417354721	-195.51425314758282
57140000	-2296.6771376898673	-2084.1218281894876	-212.55530950037962	-2084.1218281894876	50.343380099270135	2.9130890409206846E-4	1.0	20.896682201833666	-209.51571910033414
57150000	-2279.305022642843	-2078.950469316869	-200.35455332597377	-2078.950469316869	47.11665920052457	3.3260965734139815E-4	1.0	13.491398956138568	-197.75250095793308
57160000	-2292.135569215263	-2081.792327221127	-210.3432419941359	-2081.792327221127	49.300595470685145	2.82624869592298E-4	1.0	21.923576491578967	-207.25567938425323
57170000	-2292.454781990958	-2080.4395159658498	-212.01526602510813	-2080.4395159658498	50.413828835749094	2.7212676678678476E-4	1.0	22.50894948006842	-208.90135304031148
57180000	-2314.4931802001274	-2090.7189001756315	-223.77428002449608	-2090.7189001756315	52.960505067910326	3.0716800827294453E-4	1.0	25.38544337380196	-220.5401041102732
57190000	-2321.892117036547	-2088.534257886373	-233.35785915017422	-2088.534257886373	55.906960307545035	2.836382959125686E-4	1.0	26.966728162932874	-230.06325533432562
57200000	-2286.9973826473206	-2078.964581258649	-208.03280138867137	-2078.964581258649	47.60999227887798	3.560237898694796E-4	1.0	19.3654163459244	-205.06931257601715
57210000	-2294.28694339757	-2077.7636663089465	-216.5232770886237	-2077.7636663089465	44.201643766014676	2.656377188847481E-4	1.0	20.51944192399582	-213.50190426537733
57220000	-2284.8454720302507	-2076.8190325211067	-208.0264395091441	-2076.8190325211067	45.59132147697374	3.303503262191829E-4	1.0	21.76370100866159	-204.94619601850022
57230000	-2287.517904381786	-2092.5607664648146	-194.95713791697133	-2092.5607664648146	46.72568815981598	3.4231627792333485E-4	1.0	13.984715818428603	-192.31917291097946
57240000	-2311.646177204944	-2086.947540546994	-224.69863665794983	-2086.947540546994	45.34246783367665	2.6459464834444963E-4	1.0	17.911357158251356	-221.81320166818466
57250000	-2295.220777350161	-2087.5133552069324	-207.7074221432287	-2087.5133552069324	50.70285371564589	3.240471557417061E-4	1.0	15.157086477537476	-204.98895396634336
57260000	-2290.495475264691	-2092.619828566804	-197.8756466978869	-2092.619828566804	51.0885999496993	3.092188511806737E-4	1.0	13.597162100220869	-195.26578559602072
57270000	-2287.4370662130345	-2081.8907536226543	-205.54631259038032	-2081.8907536226543	46.63839306818445	3.5064576127322785E-4	1.0	19.873141976130697	-202.55694341968766
57280000	-2281.9480780847384	-2094.0627461352483	-187.8853319494902	-2094.0627461352483	43.241391460550126	4.2071098019268947E-4	1.0	11.199850879452967	-185.46943148561235
57290000	-2305.2472844100666	-2083.7364908844215	-221.5107935256451	-2083.7364908844215	44.941661309864685	3.2847862133696614E-4	1.0	30.005750047565506	-218.1094044940968
57300000	-2267.738439099911	-2076.97145294699	-190.76698615292062	-2076.97145294699	42.92893072007332	4.236138620747013E-4	1.0	11.863288113621708	-188.29353755379447
57310000	-2273.9446690930367	-2084.4058239505434	-189.53884514249336	-2084.4058239505434	52.59506228662504	4.3036736106016817E-4	1.0	12.489449869856976	-187.01396086497388
57320000	-2297.381279083759	-2076.3254955234365	-221.05578356032277	-2076.3254955234365	55.13266041945418	2.664106647506583E-4	1.0	23.653539724067905	-217.8922707853765
57330000	-2299.3227138067955	-2079.767545206768	-219.55516860002757	-2079.767545206768	45.76849986073364	3.156493800095434E-4	1.0	29.56690068985891	-216.16851308430915
57340000	-2290.511577123129	-2084.88450494851	-205.6270721746192	-2084.88450494851	51.49338077703815	3.691096797514877E-4	1.0	22.027590826983413	-202.5347763785239
57350000	-2291.837806838084	-2087.305843725731	-204.5319631123528	-2087.305843725731	53.82287464973545	2.6658895624280483E-4	1.0	16.36748485915374	-201.73666637607565
57360000	-2309.483362598317	-2102.853703944254	-206.6296586540629	-2102.853703944254	50.57563092666001	4.5330095433587857E-4	1.0	16.57469901768419	-203.82178127696827
57370000	-2305.228667500334	-2084.6140674780004	-220.61460002233358	-2084.6140674780004	55.29714031851111	2.4052635234637343E-4	1.0	27.193743532375834	-217.3116130926817
57380000	-2297.0844015496887	-2088.137862849383	-208.94653870030555	-2088.137862849383	50.964542910355746	2.83643405871554E-4	1.0	18.660836493160918	-206.02011167774742
