#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:sav GI.2.tree" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:sav GI.2.tree" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.2.tree">
#                    <trait id="dateTrait.t:sav GI.2.tree" spec="beast.evolution.tree.TraitSet" traitname="date" value="FJ844411.5_GI.2/Kecskemet/HUN3739_HUN_2008=2008,SaV/9-5/Taipei/07/TW_EU124657.1_GI.2_2007=2007,Potsdam/2000-AF294739._GI.2_2000=2000,Parkville_U73124.1_GI.2_1997=1997,Nobeoka-1-3-day6/2005_AB455800.1_GI.2_2005=2005,Nobeoka-1-3-day28/2005_AB455802_GI.2_2005=2005,Nobeoka-1-3-day14/2005_AB455801.1_GI.2_2005=2005,Nobeoka-1-2-day25/2005_AB455799_GI.2_2005=2005,Nobeoka-1-2-day15/2005__AB455798.1_GI.2_2005=2005,Nobeoka-1-1-day3/2005_AB455796.1_GI.2_2005=2005,Nobeoka-1-1-day11/2005_AB455797.1_GI.2_2005=2005,Miyagi/GeO38/2009_AB630340_GI.2_2009=2009,Houston/90_U95644.1_GI.2_1990=1990,AF294739_Potsdam_germany_GI.2_2000=2000,AB614356_BR_DF01_BRA_GI.2_2009=2009,Chiba/041413/2004_AB258427.1_GI.2_2004=2004,MK250983/BRA/2015/GI.2/TO-65_2015=2015,MK250985_BRA/TO-66_2015=2015,MK250987_Hu/BRA/GI.2/TO-89_2014=2014,MK250988_Hu/BRA/GI.2/TO-90_2015=2015,MK250986_Hu/BRA/GI.2/TO-07_2013=2013,MK250984_Hu/BRA/GI.2/TO-31_2014=2014,MG012442.1_SapovirusUS/Oakland3023_GI.2_2016=2016,Aichi/2010_AB607855.1_GI.2_2010=2010,MG012441.1_Sapovirus/Oakland6371_GI.2_2016=2016,MG012440.1_Sapovirus_Nashville9411_GI.2_2015=2015,KM092508.1_isolate_13-SaV-2-3_GI.2_2013=2013,KM092507.1_isolate_13-SaV-2-2_GI.2_2013=2013,KM092506.1_Sapovirus_isolate_13-SaV-1-2_GI.2_2013=2013,JX993277.1_Sapovirus_G1/BE-HPI01/DE_GI.2_2012=2012,LC081178.1_Sapovirus_OH13068_GI.2_2013=2013,LC081170.1_Sapovirus_OH13033_GI.2_2013=2013,LC081169.1_Sapovirus_OH13028_JPN_GI.2_2013=2013,LC081166.1_Sapovirus_OH13019_JPN_GI.2_2013=2013,LC081164.1_Sapovirus_OH13013_JPN_GI.2_2013=2013,LC081162.1_Sapovirus_OH12095_JPN_GI.2_2012=2012,LC081155.1_Sapovirus/OH12009_GI.2_2012=2012,MG132178.1/Shenzhen-23_CHN_GI.2_2016=2016,MG132174.1_/Shenzhen-4_CHN_GI.2_2016=2016,MG515479.1_Shenzhen-22_CHN_GI.2_2016=2016,MG515478.1_Shenzhen-10_CHN_GI.2_2016=2016,MG515477.1_Sapovirus_Shenzhen-5_CHN_GI.2_2016=2016,MG515476.1_Sapovirus/Shenzhen-2_CHN_GI.2_2016=2016,23_peru_SP265X_GI.2_2018=2018,18_peru_SP223X_GI.2_2018=2018,17_peru_SP223X_GI.2_2018=2018,16_peru_SP223X_GI.2_2018=2018,15_peru_SP223X_GI.2_2018=2018,14_peru_SP223X_GI.2_2018=2018,s67_22_miyagi_outbr_GI.2_2013k4_2013=2013,s66_21_miyagi_outbr_GI.2_2013k4_2013=2013,s70_25_miyagi_outbr_GI.2_2013k4_2013=2013,s69_24_miyagi_outbr_GI.2_2013k4_2013=2013,s68_23_miyagi_outbr_GI.2_2013k4_2013=2013,SN091X_TG22010_phil_batch7_2018=2018,SN091X_TG21997_phil_batch7_2018=2018,SN091X_TG21995_phil_batch7_2018=2018">
#                        <taxa id="TaxonSet.sav GI" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:sav GI.2.tree" jeffreys="true" parameter="@bPopSizes.t:sav GI.2.tree" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:sav GI.2.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.2.clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI" id="treeLikelihood.sav GI" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.2.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mod" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sav GI.1.mod" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mod" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mod" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mod" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.2.clock" id="StrictClock.c:sav GI.2.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
16250000	-2792.5066706100647	-2638.3218744588034	-154.18479615126125	-2638.3218744588034	33.458106378484835	0.0016040588095225545	-141.95804515202218	3.1641375198664763	3.0216799509724233	4.321679621029105	9.68026170923637	4.4365795045768595	3	10	19	13	11
16260000	-2783.1233712171734	-2639.6130246321322	-143.51034658504116	-2639.6130246321322	30.05035496732515	0.002193775854995435	-131.85953492975432	2.30721510468587	1.4834687033521072	3.536379211972784	9.69646053415047	2.722150384610209	8	6	2	30	10
16270000	-2775.3521996183945	-2636.6179698100946	-138.73422980830009	-2636.6179698100946	33.55559511020992	0.0016924546984780867	-125.61466880761714	0.6725357669686305	3.4691668564915297	8.097048563206288	5.970912896066964	3.349005952047271	7	24	8	15	2
16280000	-2808.9477176232886	-2638.0544908761444	-170.893226747144	-2638.0544908761444	36.677932207448805	0.0012827765045780293	-156.7158558613486	2.4349037329809127	7.309683176288342	7.9811134943251885	8.225728568365296	9.043905484568407	15	22	5	8	6
16290000	-2807.578523539832	-2642.550801842162	-165.02772169766996	-2642.550801842162	32.42926956928613	0.0015781716931712497	-148.72423824277863	3.104370991919532	8.332250458246385	6.17850107063602	3.524112537597855	17.060530050872416	7	2	41	5	1
16300000	-2779.765913053107	-2636.932712265486	-142.83320078762088	-2636.932712265486	28.678868392710843	0.0017711635296315897	-131.81409170021135	1.8265164367770885	3.197245073129529	8.387446430832023	3.292017204240458	1.8681287048805613	7	16	16	9	8
16310000	-2789.5466964078173	-2634.770681457151	-154.77601495066608	-2634.770681457151	30.736021160586606	0.0014527188923607376	-140.55205326306262	2.743422296643339	6.741213721032665	5.5406021114624755	13.522358646916485	3.531233352999378	15	3	19	3	16
16320000	-2799.2643320341667	-2633.3728052945944	-165.8915267395725	-2633.3728052945944	30.38461712837337	0.0016713971495466412	-153.47632730064475	12.03488904894412	3.1531241798909098	4.896434765785769	4.349667607478298	2.302554802020004	1	12	29	13	1
16330000	-2799.0473487393283	-2637.8930630515165	-161.154285687812	-2637.8930630515165	34.07733395966288	0.0019514897556468457	-148.14473628040767	2.632539003089981	5.973646585544408	6.196727860406271	7.815485919578812	6.55278302610874	9	12	14	13	8
16340000	-2802.518120348328	-2638.829899880557	-163.68822046777078	-2638.829899880557	34.9547425537604	0.0012385070670525107	-151.7523859436044	1.1186902750511856	2.122104199919179	6.6212476479132025	7.489302061300217	6.794003336229565	4	8	21	6	17
16350000	-2783.621189828085	-2634.9509827466077	-148.67020708147706	-2634.9509827466077	34.540003836108056	0.0013691681704987352	-136.7295588113282	1.7761989510201073	3.661075555316224	5.657939334758383	7.703536559186462	5.785661888790477	4	11	28	1	12
16360000	-2809.9847812423473	-2642.8374728568497	-167.14730838549738	-2642.8374728568497	34.03583190014368	0.001769848779389108	-155.54885823061477	1.9605638575846633	1.7759408124156513	4.943578795613258	8.737334924112185	3.976177208692098	6	1	9	24	16
16370000	-2787.21348086649	-2637.9142143520876	-149.2992665144023	-2637.9142143520876	32.67408250196974	0.0019060378539904972	-136.1324205870211	3.80335710591905	2.985049775342124	6.731700959537531	12.16213702471655	1.8197619743328992	6	21	6	7	16
16380000	-2793.8315142277693	-2637.7651543320158	-156.06635989575355	-2637.7651543320158	33.262456770504336	0.0018250496159289368	-143.37041936168262	1.4813924281336712	5.1483038181720735	3.284886776633913	7.568468713712861	4.8482992969315255	12	13	5	22	4
16390000	-2796.8057162605364	-2648.2914052193505	-148.51431104118606	-2648.2914052193505	32.45943169707504	0.0018220627392906722	-136.2687589606155	6.153979573755476	7.471683871855608	5.725649451250148	4.840235629183153	2.190297830929614	12	15	17	8	4
16400000	-2793.161912949478	-2632.9303116611636	-160.23160128831427	-2632.9303116611636	33.037655648776706	0.0017951087686830227	-147.86099273830993	5.962628349218802	1.3687135942705395	4.3804866989794995	4.104596596573269	5.046352654452835	12	1	11	8	24
16410000	-2782.498198140785	-2638.986260738429	-143.511937402356	-2638.986260738429	29.473839257909084	0.0021071653302241738	-131.8949777071296	1.8701194537270807	2.224563177888633	5.998102008616824	8.81158082060154	2.141104182221875	7	6	2	29	12
16420000	-2787.8094055850315	-2638.130986708594	-149.6784188764378	-2638.130986708594	33.30426703493177	0.0018139035652445404	-138.28107117378988	2.312387740501339	2.2702173747175713	6.368886003414335	5.110613544175906	4.234455322868144	12	4	6	13	21
16430000	-2791.7857323363983	-2639.7150366757155	-152.0706956606826	-2639.7150366757155	31.807000225360504	0.0017777954128626217	-139.5000653109081	2.0374383867196686	6.086952493417897	8.710651397397132	1.9369173735920184	3.6307548798011267	7	5	30	8	6
16440000	-2777.1168263289856	-2629.49699372834	-147.6198326006454	-2629.49699372834	31.30578961857783	0.0018237904689290328	-135.8345907023366	1.2415696991189236	3.236386887711056	7.306045390395105	5.947715889560129	4.330420207773469	2	24	5	11	14
16450000	-2802.800363803215	-2640.87119981098	-161.92916399223495	-2640.87119981098	35.96046764506935	0.0015087228425472478	-149.7261567393764	1.4685682434462588	3.182940609534371	6.529494473988392	9.215891624804854	5.061018776174331	3	9	13	8	23
16460000	-2771.6328576179794	-2637.5101395288784	-134.12271808910094	-2637.5101395288784	31.972641843402744	0.0016301320071224119	-123.73256732077084	0.5024782719266471	1.8212211207220843	3.2461009772271243	6.974667468655425	3.4303325063907057	6	7	15	14	14
16470000	-2799.5192260991093	-2637.094589173794	-162.42463692531555	-2637.094589173794	37.22112605573648	0.0015803052576466652	-148.35625913460902	1.920578303845639	6.684786365554875	11.512497206512004	6.017903175034185	5.4136214119834	6	17	7	24	2
16480000	-2818.5571509137735	-2650.47005556995	-168.0870953438232	-2650.47005556995	33.48608987091738	0.0015885623400367845	-155.15401939675962	2.6601672472295994	4.738712269242453	11.381813561925458	3.9830739216114095	4.274927168564847	11	2	14	6	23
16490000	-2786.830544340132	-2636.5450761375605	-150.28546820257142	-2636.5450761375605	31.820105333860734	0.0016346475195163502	-137.61326765729825	2.2775453968058432	7.2907327054214175	7.968972089001259	2.9464394863103753	3.5927241962567584	13	28	3	10	2
16500000	-2813.806673859479	-2639.5011162167443	-174.30555764273464	-2639.5011162167443	32.50368871798206	0.001541481047954745	-162.57661577464756	6.1220397839036504	5.81395046286262	5.65709107247165	3.504929844157451	2.8584492490873696	16	9	26	2	3
16510000	-2790.2483683247415	-2637.353661072252	-152.89470725248938	-2637.353661072252	30.98666961768182	0.001980312534061298	-139.53929560478335	1.4972340480322446	4.468471170326772	7.21958308377025	12.401885423753646	2.9580101944555954	7	4	17	14	14
16520000	-2789.8343584347876	-2639.9271873635566	-149.90717107123098	-2639.9271873635566	31.12667823486617	0.002054600868325145	-136.43168875495357	2.0880365842064377	4.477128610507601	12.496349463598822	7.76552026670433	2.8900558456851457	5	30	4	6	11
16530000	-2772.393755644992	-2639.2628304865443	-133.13092515844764	-2639.2628304865443	29.642708694107917	0.0019839030754452676	-123.37541337606567	1.1102798427916352	2.6639674839152847	4.991827453394387	4.670789621094453	0.9736529539538249	9	5	32	5	5
16540000	-2788.815754570678	-2650.055450772136	-138.76030379854222	-2650.055450772136	30.530872097886366	0.0023352880175413265	-128.29537468268015	3.4351589052849025	1.5846854267502617	3.2954918076155013	3.2113581750418123	5.336623534714464	1	1	16	13	25
16550000	-2809.7370326186824	-2649.0736016245505	-160.66343099413203	-2649.0736016245505	31.654939376835912	0.0014363845790741204	-147.1809470630524	1.1657085767462942	4.852233855870284	11.448879085915511	3.873032172774522	3.6568588722712327	7	7	25	10	7
16560000	-2804.010790045839	-2637.4254380667003	-166.58535197913875	-2637.4254380667003	30.30012418004105	0.00136293153483843	-154.62399969715162	3.2348979446966446	4.877610597145712	4.539529003419513	7.530101607984851	3.0096965236484765	11	29	4	1	11
16570000	-2795.9420454312713	-2646.108777526358	-149.83326790491316	-2646.108777526358	31.356334409559267	0.0019900272677781847	-136.24962229757946	3.2758566787997245	4.728030327717587	8.947456929039458	0.8119165484024728	3.4486154563076026	15	19	5	1	16
16580000	-2799.3686978339147	-2643.3336968152043	-156.0350010187101	-2643.3336968152043	30.60169582753727	0.0016816687226441681	-145.2534596828594	3.6060366191293256	6.901826179314981	5.620483121633314	2.872917659490964	0.7565192230599792	12	29	5	5	5
16590000	-2780.0712551467354	-2635.4135249636397	-144.65773018309562	-2635.4135249636397	32.01780996287827	0.0017281126274533798	-134.40075178627495	4.476012419817029	2.5060686719672782	5.270093856744285	2.5243571660217454	1.5422442785495267	2	6	39	7	2
16600000	-2792.872614890352	-2629.954255852917	-162.91835903743498	-2629.954255852917	36.15287883179368	0.0014567015020361222	-149.62885927663535	2.72557458928582	3.858865760685763	7.314972784821842	13.103335566705551	3.514939961777083	2	7	22	8	17
16610000	-2801.0658101978597	-2646.6636492235807	-154.402160974279	-2646.6636492235807	31.915709218260478	0.0015837465264285306	-143.6091609086491	1.7248470820611084	2.0705371504315684	6.127066995131507	2.990038218695502	4.243828149578639	11	4	23	9	9
16620000	-2805.969109969622	-2638.720907962327	-167.24820200729485	-2638.720907962327	37.97303060653638	0.0013620986125805117	-152.67578822489946	3.7801581315701793	6.341524969456025	6.0788421125173135	5.98451764135154	17.06264037286508	9	18	3	22	4
16630000	-2813.7543566497234	-2634.499035680383	-179.25532096934066	-2634.499035680383	36.95107314138287	0.0012887802760242664	-165.7060196396189	6.1333828222268085	11.053459612304387	8.699731973165747	3.952370422090393	3.7069606308107192	14	21	11	1	9
16640000	-2814.704207622095	-2645.5316867625716	-169.17252085952367	-2645.5316867625716	34.35713219011827	0.001509065080106519	-155.84053548543136	2.2001522927562607	5.872941296294866	10.024814347209766	6.000394747159308	5.477461561706996	5	23	1	10	17
16650000	-2835.4501046044525	-2644.2754903161763	-191.17461428827605	-2644.2754903161763	38.73863172586958	0.001191956837547855	-173.6629897582915	4.99959785851454	8.478730635189462	13.1327231481173	4.423810551185031	19.958471357456858	12	12	15	9	8
16660000	-2802.6073404963713	-2632.554790988518	-170.05254950785306	-2632.554790988518	34.68433707802327	0.0016265844636315378	-156.27270105447866	3.408762598425927	9.493285515752433	10.879288481779353	3.209310825339194	4.164695985136592	11	28	3	10	4
16670000	-2792.227809324123	-2633.94283033813	-158.28497898599298	-2633.94283033813	30.950976080850783	0.0016161506449577888	-146.20897624610308	2.0182412795595286	6.47710375064851	7.9683327011277525	3.9888864584071873	1.6122463937697769	7	23	12	8	6
16680000	-2795.4911130125033	-2631.4778453794315	-164.01326763307188	-2631.4778453794315	36.258959184254806	0.001493320907856334	-150.53445381564595	2.266530886986122	7.891982679945963	8.332984524545882	5.700101440177437	3.9551508174170538	7	12	3	18	16
16690000	-2797.332288430641	-2637.1385083179553	-160.19378011268552	-2637.1385083179553	31.63161972266091	0.0016459231534366576	-146.87484767823776	5.159087865585361	10.867977189684742	3.1393310931458074	6.240246348683609	1.8306987192385822	9	15	8	8	16
16700000	-2800.0587108061472	-2640.673304545707	-159.38540626043994	-2640.673304545707	32.10807973101687	0.0015953241549531432	-147.24753248022012	2.134088115091006	5.804158655674239	9.424094141397141	4.275344754441903	1.581911938415458	10	3	20	20	3
16710000	-2795.774025297073	-2635.369524846257	-160.40450045081613	-2635.369524846257	30.699162568362073	0.0014632864014363692	-144.02698511848524	1.954785667984316	1.8274798050318337	14.284735816304382	6.608248338900449	4.443327215028179	10	2	6	21	17
16720000	-2790.922230887008	-2637.7446439051178	-153.17758698189013	-2637.7446439051178	31.575219364268065	0.0017191744147757456	-142.93378683075292	2.2401469462002037	3.5968327787938077	3.993070053477314	3.2264506577238605	4.100565692431724	4	30	7	1	14
16730000	-2792.2749644067535	-2652.479550104563	-139.7954143021905	-2652.479550104563	30.367439174654795	0.0016758157335553566	-130.5986623461963	2.2500934573732234	3.4416924864415925	2.035470239779601	3.736498063994986	1.3200432858126125	9	13	1	27	6
16740000	-2793.3077459769124	-2634.600791477206	-158.70695449970682	-2634.600791477206	39.02405497349385	0.0017961173053479744	-147.69598005687592	1.9309428029660316	3.337349256592754	4.4356249855380705	5.428662585661139	5.575797380213353	7	9	9	25	6
16750000	-2797.0279710936356	-2641.7239615678113	-155.3040095258243	-2641.7239615678113	29.66934509653064	0.001809150134864468	-141.46993188179792	2.815726388537013	2.9164952374693205	6.934418211430685	2.482202884773373	10.11799121637195	3	22	18	12	1
16760000	-2784.3162170780283	-2635.4086850777435	-148.90753200028468	-2635.4086850777435	32.39911037277634	0.0019823811252540355	-136.9376776076928	1.4013948713489328	2.3709277200300103	9.888216267957812	3.660529029089879	2.2331045232248337	10	1	28	16	1
16770000	-2792.356723657879	-2635.903168625588	-156.4535550322906	-2635.903168625588	35.9433672197541	0.001877585066743911	-139.4311490765906	3.838815049930506	3.6669822118951907	9.190499113463508	34.14735995495439	3.6477989592915874	6	19	10	3	18
16780000	-2794.5315444602684	-2647.3837991799574	-147.14774528031094	-2647.3837991799574	30.914927967918707	0.0017928839196454127	-135.23971040632398	3.280821300067683	5.047588480920919	2.856225689597761	4.912017382689982	7.1107327120403605	15	3	11	26	1
16790000	-2792.798654435639	-2641.911510814086	-150.887143621553	-2641.911510814086	35.375107657532816	0.0014900793513478463	-137.83910066135113	1.8884577924631492	4.953758943395011	10.171153932033874	7.763876977994408	2.8541433654193753	12	15	13	5	11
16800000	-2784.597023631648	-2634.5953822127785	-150.0016414188696	-2634.5953822127785	30.563885999142908	0.001851314696169757	-137.62032698567114	5.884960879553374	3.092633664394293	4.007310345757749	5.257225398011103	8.025597625264636	1	9	23	14	9
16810000	-2814.0948240244	-2651.33284737102	-162.76197665338034	-2651.33284737102	31.803453579163655	0.0017479830664267977	-150.25718556112608	3.0421551132655456	1.3124573722602002	4.817695375463562	7.345824426660358	5.9824609803927835	7	2	4	42	1
16820000	-2773.988613035993	-2639.3267687141984	-134.66184432179458	-2639.3267687141984	30.21301580890012	0.001819377395399879	-124.22192494223385	0.9614631543689246	2.6877868127544087	5.072117214041317	4.941963396121505	3.218817879382801	7	9	23	6	11
16830000	-2807.3096461420732	-2645.8861363522815	-161.42350978979186	-2645.8861363522815	30.444568366301564	0.001936518425990989	-147.96295050508326	3.4866022017398963	9.357624888688177	4.69868378643697	6.724583160633012	4.413293419064401	14	8	4	15	15
16840000	-2811.501989776566	-2642.1493457494616	-169.3526440271044	-2642.1493457494616	31.889704454337217	0.0021556860437451624	-156.24510535363467	3.092348410282902	7.984383977845219	7.002915489246165	6.971996030908356	2.9932126336984566	13	18	3	4	18
16850000	-2813.598203403395	-2634.5196208553684	-179.07858254802653	-2634.5196208553684	39.39660635449426	0.0013896852768714224	-164.68382139664507	3.0925432236927035	7.270747793025256	5.5269558452368495	13.101558422448187	5.094426790989532	13	9	5	12	17
16860000	-2793.2893364084784	-2636.981160802336	-156.3081756061424	-2636.981160802336	29.815605732825617	0.0017958131358352435	-142.4050245530072	3.1659327259951917	5.503041035492093	15.51303052884927	6.544277562686834	1.9215894335601633	15	20	7	3	11
16870000	-2805.5546362801933	-2652.8045982501826	-152.75003803001061	-2652.8045982501826	30.68864408298416	0.002094645677310893	-140.77952971706975	5.292642700952486	6.119159196670622	6.224765747168213	2.4507932245144315	3.7604052659117078	11	19	14	4	8
16880000	-2796.584870659707	-2642.3224766964468	-154.26239396326054	-2642.3224766964468	30.905283996342337	0.0018895840496616842	-141.6898822385844	4.735953050688071	9.220783032514749	8.278358052371038	3.0427132541056667	2.440172701914091	23	9	9	12	3
16890000	-2801.9360029757836	-2635.4400720169274	-166.49593095885626	-2635.4400720169274	33.86336291298288	0.0014987705740003956	-153.1974519884562	4.1310850563100665	3.333380220753554	7.507090832028347	10.191739602913692	5.130255098615785	5	9	18	10	14
16900000	-2796.2981650714332	-2643.193633356855	-153.10453171457792	-2643.193633356855	37.58570901073157	0.001654032390393745	-140.23124484865193	2.0123959302389443	3.5429310975012656	5.320588386577074	12.998104848196743	3.483609873589464	12	16	24	2	2
16910000	-2791.1457962982513	-2636.7360941139723	-154.40970218427893	-2636.7360941139723	32.313750804954665	0.0017903801624573439	-144.06338958517424	1.6249960770603133	3.7026713022153426	4.445254148994293	5.222532136448735	1.3967475839281023	10	7	5	33	1
16920000	-2789.241990438917	-2635.87690675539	-153.36508368352742	-2635.87690675539	34.571945595592986	0.0015285495662061888	-139.39345554958513	5.477283491832658	7.493575078422719	3.1768118895808786	9.530603394244144	3.3725721853950232	15	10	9	10	12
16930000	-2796.166892938757	-2645.408881908027	-150.75801103073005	-2645.408881908027	31.428200013329054	0.0016282524296963744	-136.16837237861662	2.0848237882162133	6.8324745815662125	16.276646939072325	2.7720323907615003	4.322908744582423	14	22	3	6	11
16940000	-2818.102461444012	-2646.6658970831218	-171.43656436089015	-2646.6658970831218	31.850829417311363	0.0013678248325541687	-156.85612061404842	9.265203531305257	2.687580067064668	8.688283093053212	7.759350556048907	3.9765828268671335	1	16	9	18	12
16950000	-2804.532703589768	-2640.7372474909057	-163.79545609886213	-2640.7372474909057	30.711485359111574	0.001618745693880314	-152.9331333094457	2.4653791064055763	3.2702205873204413	5.033712468557508	4.208789321547245	4.7037671797110985	6	1	9	4	36
16960000	-2790.764993762266	-2642.609978804156	-148.15501495810983	-2642.609978804156	31.338241813493525	0.0020075500384070214	-136.0665997987179	1.1826827223699448	3.6307540720706157	7.2666777083985865	7.333056037845038	2.9861915474261695	7	13	14	6	16
16970000	-2781.9438048358197	-2640.719223422555	-141.22458141326484	-2640.719223422555	32.15817109361657	0.0017393561374019373	-130.87883538469077	1.359808104931025	1.8581311203503625	1.7707640245859977	6.932318280579971	2.5619160154789267	10	1	5	24	16
16980000	-2796.0273411023777	-2634.198130236772	-161.82921086560535	-2634.198130236772	31.80959186553619	0.001751490249699346	-151.10537550531586	2.7157198436843255	2.3114828178198255	5.307269788858101	4.217165950960533	3.533119042277635	8	4	31	3	10
16990000	-2811.9248644919367	-2645.464108489784	-166.46075600215278	-2645.464108489784	42.28108081149259	0.0014111648181136518	-152.92861822575486	2.918589959875551	2.820394910260277	7.9408589039095805	9.411413087155	10.089583926974006	5	4	9	31	7
17000000	-2804.735558802613	-2637.159289982644	-167.57626881996907	-2637.159289982644	38.128091597614144	0.0015797263535633026	-154.93624518855805	4.8795070514148176	4.495192169299464	7.767283863485437	4.991258132507924	5.078953964951752	8	14	12	6	16
17010000	-2780.33574374214	-2639.8718520327607	-140.4638917093792	-2639.8718520327607	28.350588488625903	0.001838198651944727	-125.48042324064339	2.769661376263079	2.528349220676864	2.9607839454077385	17.193403977688703	3.3960397534724724	29	1	5	4	17
17020000	-2779.5317109251264	-2642.073585791696	-137.4581251334301	-2642.073585791696	30.870793180990844	0.0018815084954638963	-126.40963702879647	2.7181048199188	4.195384946244721	2.226048762959547	5.975672356246101	1.6025995866219793	15	18	1	12	10
17030000	-2797.4141468709977	-2643.1332575066613	-154.28088936433625	-2643.1332575066613	33.359918594759925	0.001596108920261751	-141.45843519328614	1.9814488706258877	5.730121720380982	6.240804359249687	8.057878224516289	4.1831184102492065	12	2	13	15	14
17040000	-2795.9767206216134	-2642.996242125014	-152.98047849659957	-2642.996242125014	33.96999228385538	0.0016365557002241235	-139.90996228615083	2.315799727596464	0.7601423659625204	3.9053694911886234	8.278018191332995	4.9976518978169056	6	1	22	11	16
17050000	-2781.2632727867226	-2643.1695340806023	-138.09373870612038	-2643.1695340806023	29.893291298953656	0.002236069839540438	-127.97346437404762	1.7976358945233735	1.7311818752680843	4.7232035065458176	4.901063477298242	2.5857272745071915	1	6	18	19	12
17060000	-2786.936757868877	-2641.9923371260807	-144.94442074279647	-2641.9923371260807	28.821831937303283	0.002112115366034401	-133.47846060404294	0.9419107964385375	2.827295352669456	5.560908751990673	8.291150486363813	2.121570862505487	8	5	30	2	11
17070000	-2801.805580412063	-2640.9888932241347	-160.81668718792864	-2640.9888932241347	31.927263857776566	0.0015840281451276021	-148.35486590198477	0.9411426331086976	4.2475604176329735	8.798726754024221	3.78356505178816	2.333847459739833	5	11	31	2	7
17080000	-2822.6619650547177	-2640.032488911196	-182.62947614352146	-2640.032488911196	37.199401517064445	0.0013622069681536255	-166.43613886938886	1.5557277485199554	2.4600382057323045	13.913843623178487	13.736233402533676	12.800697870186651	2	9	13	14	18
17090000	-2802.3496813812503	-2629.919040602952	-172.43064077829845	-2629.919040602952	33.918377661578944	0.0013091606024637024	-159.59149009965503	0.9021589519225574	3.5056334357571908	6.891885099620544	7.798527164919427	6.4190017573921665	3	2	34	12	5
17100000	-2804.2158332613712	-2647.518969992891	-156.6968632684802	-2647.518969992891	33.124707550196874	0.0016325559846072533	-144.1731414139964	2.5482121165115363	8.199950032080796	6.6254088011594865	3.276222537722954	3.1150603861079245	13	8	19	4	12
17110000	-2769.9582000007977	-2634.619956781017	-135.33824321978042	-2634.619956781017	30.88150486282592	0.0020456498608106273	-125.20054755368947	1.8777547829153174	1.974157741959245	3.9225523697637112	5.242044327865685	4.189812624299591	3	11	12	27	3
17120000	-2798.4428930066197	-2639.4555356441497	-158.9873573624702	-2639.4555356441497	35.38931244192772	0.0015170951406423504	-148.9093761768533	3.0570697645860756	5.231671908740212	3.2836318951629213	2.963952742438028	1.9895169497825111	13	25	10	7	1
17130000	-2787.277069301661	-2639.090719195319	-148.186350106342	-2639.090719195319	28.098268269535108	0.002022657873697461	-135.48221990808966	2.285073216829244	8.184834845727181	4.6271728373851415	5.47052656815088	2.1240097184289795	14	2	4	24	12
17140000	-2798.065988211813	-2644.1883105206944	-153.87767769111878	-2644.1883105206944	32.6767204723331	0.0016354237194630208	-140.91091653850577	1.9728586868963724	1.954794004343433	1.2689361589025745	7.964653569646506	5.636539827213198	1	9	2	6	38
