#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:sav GI.2.tree" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:sav GI.2.tree" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.2.tree">
#                    <trait id="dateTrait.t:sav GI.2.tree" spec="beast.evolution.tree.TraitSet" traitname="date" value="FJ844411.5_GI.2/Kecskemet/HUN3739_HUN_2008=2008,SaV/9-5/Taipei/07/TW_EU124657.1_GI.2_2007=2007,Potsdam/2000-AF294739._GI.2_2000=2000,Parkville_U73124.1_GI.2_1997=1997,Nobeoka-1-3-day6/2005_AB455800.1_GI.2_2005=2005,Nobeoka-1-3-day28/2005_AB455802_GI.2_2005=2005,Nobeoka-1-3-day14/2005_AB455801.1_GI.2_2005=2005,Nobeoka-1-2-day25/2005_AB455799_GI.2_2005=2005,Nobeoka-1-2-day15/2005__AB455798.1_GI.2_2005=2005,Nobeoka-1-1-day3/2005_AB455796.1_GI.2_2005=2005,Nobeoka-1-1-day11/2005_AB455797.1_GI.2_2005=2005,Miyagi/GeO38/2009_AB630340_GI.2_2009=2009,Houston/90_U95644.1_GI.2_1990=1990,AF294739_Potsdam_germany_GI.2_2000=2000,AB614356_BR_DF01_BRA_GI.2_2009=2009,Chiba/041413/2004_AB258427.1_GI.2_2004=2004,MK250983/BRA/2015/GI.2/TO-65_2015=2015,MK250985_BRA/TO-66_2015=2015,MK250987_Hu/BRA/GI.2/TO-89_2014=2014,MK250988_Hu/BRA/GI.2/TO-90_2015=2015,MK250986_Hu/BRA/GI.2/TO-07_2013=2013,MK250984_Hu/BRA/GI.2/TO-31_2014=2014,MG012442.1_SapovirusUS/Oakland3023_GI.2_2016=2016,Aichi/2010_AB607855.1_GI.2_2010=2010,MG012441.1_Sapovirus/Oakland6371_GI.2_2016=2016,MG012440.1_Sapovirus_Nashville9411_GI.2_2015=2015,KM092508.1_isolate_13-SaV-2-3_GI.2_2013=2013,KM092507.1_isolate_13-SaV-2-2_GI.2_2013=2013,KM092506.1_Sapovirus_isolate_13-SaV-1-2_GI.2_2013=2013,JX993277.1_Sapovirus_G1/BE-HPI01/DE_GI.2_2012=2012,LC081178.1_Sapovirus_OH13068_GI.2_2013=2013,LC081170.1_Sapovirus_OH13033_GI.2_2013=2013,LC081169.1_Sapovirus_OH13028_JPN_GI.2_2013=2013,LC081166.1_Sapovirus_OH13019_JPN_GI.2_2013=2013,LC081164.1_Sapovirus_OH13013_JPN_GI.2_2013=2013,LC081162.1_Sapovirus_OH12095_JPN_GI.2_2012=2012,LC081155.1_Sapovirus/OH12009_GI.2_2012=2012,MG132178.1/Shenzhen-23_CHN_GI.2_2016=2016,MG132174.1_/Shenzhen-4_CHN_GI.2_2016=2016,MG515479.1_Shenzhen-22_CHN_GI.2_2016=2016,MG515478.1_Shenzhen-10_CHN_GI.2_2016=2016,MG515477.1_Sapovirus_Shenzhen-5_CHN_GI.2_2016=2016,MG515476.1_Sapovirus/Shenzhen-2_CHN_GI.2_2016=2016,23_peru_SP265X_GI.2_2018=2018,18_peru_SP223X_GI.2_2018=2018,17_peru_SP223X_GI.2_2018=2018,16_peru_SP223X_GI.2_2018=2018,15_peru_SP223X_GI.2_2018=2018,14_peru_SP223X_GI.2_2018=2018,s67_22_miyagi_outbr_GI.2_2013k4_2013=2013,s66_21_miyagi_outbr_GI.2_2013k4_2013=2013,s70_25_miyagi_outbr_GI.2_2013k4_2013=2013,s69_24_miyagi_outbr_GI.2_2013k4_2013=2013,s68_23_miyagi_outbr_GI.2_2013k4_2013=2013,SN091X_TG22010_phil_batch7_2018=2018,SN091X_TG21997_phil_batch7_2018=2018,SN091X_TG21995_phil_batch7_2018=2018">
#                        <taxa id="TaxonSet.sav GI" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:sav GI.2.tree" jeffreys="true" parameter="@bPopSizes.t:sav GI.2.tree" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:sav GI.2.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.2.clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI" id="treeLikelihood.sav GI" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.2.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mod" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sav GI.1.mod" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mod" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mod" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mod" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.2.clock" id="StrictClock.c:sav GI.2.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
7270000	-2791.3462933719143	-2639.984600580553	-151.36169279136135	-2639.984600580553	29.53970442718822	0.0020788644222950866	-140.5086941888929	1.790620085857608	5.271089199661613	8.158673354435514	1.7405884637132198	1.1617599979434474	5	24	16	9	2
7280000	-2795.0670304441446	-2644.1482533359394	-150.9187771082054	-2644.1482533359394	31.738850170964337	0.0016589523772687228	-139.71170313202416	1.3362258705422656	2.4160875357173617	6.403962422433132	7.100901811016488	2.5603321863428974	5	7	26	6	12
7290000	-2790.748690723312	-2636.012459324918	-154.7362313983939	-2636.012459324918	30.72546948693186	0.0016557015720432766	-141.50489667184036	1.8484491020012603	3.5765443138072834	3.784453374136058	13.602267137122357	2.718228594470682	3	16	7	14	16
7300000	-2787.5891089749266	-2640.560710979007	-147.02839799591956	-2640.560710979007	33.127801537667445	0.001753671252631182	-134.9032214118585	2.6033790530379064	5.0965175845753325	4.86330254483489	8.088383241569273	2.7161652768189835	7	25	2	4	18
7310000	-2805.8759616583443	-2635.3474149278563	-170.52854673048785	-2635.3474149278563	33.390056026189875	0.0016045667961944359	-155.41981122178458	2.3967010344534443	13.075124484259574	5.825252697221314	4.786666979836545	3.537834306050778	15	28	3	2	8
7320000	-2805.2039236727214	-2644.2880686754925	-160.91585499722873	-2644.2880686754925	37.22735168275807	0.0015089942039842202	-148.80446033311938	2.7661192391218297	2.307208445649737	6.353719301360667	6.0868735241326375	6.326315940124883	19	7	23	3	4
7330000	-2811.6144672286364	-2636.664271928247	-174.95019530038914	-2636.664271928247	38.70035121316857	0.0013697192386785864	-159.58980588814967	3.659758452633007	12.574058874694334	11.350071703121326	6.103118576182771	6.834267826739621	12	4	25	4	11
7340000	-2809.1954395901903	-2642.390300009085	-166.8051395811051	-2642.390300009085	37.165769695579996	0.0014867623166155868	-153.05781086980173	0.8308243125425258	3.6800275326260583	9.879970019396652	4.747744067075074	6.5150322113719294	7	5	13	30	1
7350000	-2776.902291258795	-2643.2134210849626	-133.6888701738321	-2643.2134210849626	31.686738638829222	0.0022095115610767492	-124.41925815839349	5.479533656880621	4.294008782597266	1.7064947973779856	1.4708506696320038	2.1284645396812722	1	47	3	1	4
7360000	-2802.4003414326107	-2646.6823675065166	-155.71797392609395	-2646.6823675065166	31.815379857717986	0.001730591287770844	-144.2919153126527	2.859551112840018	6.076147237683744	6.562203140161057	0.47916198516677877	1.4839050524636277	2	16	29	2	7
7370000	-2808.890183632071	-2645.882595320128	-163.00758831194318	-2645.882595320128	32.628235960762005	0.001739512386867151	-149.00038471103113	1.6271584271786372	5.611496716008733	9.0080192027975	10.147879937971972	6.219331071922235	12	14	8	6	16
7380000	-2801.2051478582275	-2636.4370446451044	-164.76810321312308	-2636.4370446451044	32.55947309109859	0.001382540254545046	-148.77436887121738	3.220062489315766	13.72907834529285	3.4704884560409726	8.788206807453784	5.000953019184839	16	11	7	15	7
7390000	-2818.6535396064546	-2639.5722815683566	-179.0812580380982	-2639.5722815683566	33.369260155818736	0.0014519041488514934	-163.76119306816793	5.455608884236884	11.377722741137248	2.0362344150202394	7.018368254820784	7.890550456409001	11	36	3	4	2
7400000	-2815.3072539441705	-2643.9026062809353	-171.40464766323538	-2643.9026062809353	33.91063645756344	0.0016251494617537676	-158.86402684440554	2.0594726441213917	5.02585042814331	8.67616678451708	5.150299467766791	4.744511467273063	13	20	15	6	2
7410000	-2802.6026169721063	-2643.8840042829693	-158.71861268913716	-2643.8840042829693	35.57108069340503	0.0016296534616157593	-143.6773702421225	5.074414925023805	3.8960037635572653	15.429951390262577	6.157490633020305	4.627957037268777	1	35	2	1	17
7420000	-2799.447298814192	-2636.1387641746282	-163.30853463956365	-2636.1387641746282	40.05602009578118	0.0012593977655394142	-147.98732570846192	1.3505208557665276	4.196097063344083	7.200955416897069	4.650361431217121	20.02439920562774	7	6	30	12	1
7430000	-2806.9428566004626	-2637.1265806123156	-169.81627598814686	-2637.1265806123156	34.12585828762382	0.0015420656817570397	-156.0040596657654	4.858957377525173	7.2517695640701225	9.19599520917507	10.28217010538558	2.482858865785246	3	7	23	12	11
7440000	-2792.8915660669254	-2634.681240102996	-158.21032596392928	-2634.681240102996	33.30346857084356	0.001692351801352836	-146.34798477103067	0.8299600227154496	2.872789693937426	7.192559567219433	6.227632204300579	3.4057820014214513	1	7	21	10	17
7450000	-2805.962419289572	-2637.7291197123463	-168.23329957722592	-2637.7291197123463	34.34953349468466	0.001540764598507029	-155.18030589508845	4.3505168337231535	6.474879191902436	5.065823908439851	6.118859533697172	8.150498261884739	32	2	15	6	1
7460000	-2826.1969707560247	-2646.002567082513	-180.19440367351152	-2646.002567082513	35.34689939247123	0.0016182952476982734	-166.26393909504813	7.142009495305304	4.149206507366544	6.003810520147058	8.696762354794558	9.946814507385737	2	4	18	29	3
7470000	-2806.579942927439	-2648.352201664322	-158.227741263117	-2648.352201664322	33.84985587026128	0.001755463622040438	-144.83064009627546	5.772103750488376	5.2831792350394435	11.883513146928337	3.7676244848419436	3.5538140413509813	1	21	15	14	5
7480000	-2807.0923083789344	-2644.88914093593	-162.20316744300436	-2644.88914093593	33.388895133555295	0.0017080631997930635	-149.77095937067384	3.5718925064707014	2.49130030533729	4.095801060528981	10.29107369797535	3.8886548181954117	12	11	2	20	11
7490000	-2795.115881237944	-2643.7890966312602	-151.32678460668367	-2643.7890966312602	37.1699868577424	0.0020069948222906525	-141.06757284779795	2.2425106261114616	1.5744854966600768	1.6155167300948021	4.080750690775982	8.365597665109016	1	13	1	12	29
7500000	-2788.0326076632236	-2630.9149956536207	-157.11761200960288	-2630.9149956536207	38.98983638816588	0.0014066087855558332	-143.03347748025206	0.8665305307072587	5.022198588709118	3.558914787516897	7.42541058437805	6.620508815272385	7	23	3	10	13
7510000	-2794.983309876283	-2645.0828245351545	-149.90048534112816	-2645.0828245351545	30.53461387058372	0.0018833052266558886	-137.45334296329256	2.182497503767947	6.538526963287248	7.4808547684384905	5.834627788260432	1.8226241358516675	7	32	3	7	7
7520000	-2776.730278303151	-2646.1636252487174	-130.56665305443343	-2646.1636252487174	30.46587724422568	0.0023004205063814	-120.52432431720034	1.1899812315212022	2.9979691658866288	6.419485235728718	0.642625813837517	1.554285820895736	6	27	17	1	5
7530000	-2795.9125904437274	-2652.1305745658897	-143.78201587783764	-2652.1305745658897	29.25838227808371	0.0021844009476127734	-131.09301158241814	1.5342059774048995	3.209336685320852	10.16074437545183	7.941892766204315	1.880285594452706	12	8	3	22	11
7540000	-2788.4437803208057	-2635.196468321052	-153.2473119997537	-2635.196468321052	29.404769543993254	0.00174466791438755	-141.10770880292736	2.182712889759405	3.7187969371578173	7.240753044055922	6.896470088272578	5.17966498974827	11	3	10	25	7
7550000	-2794.8456734180622	-2638.7973337164963	-156.04833970156602	-2638.7973337164963	36.141155949937044	0.0014177766368068739	-146.3898480134497	1.7541542654220974	1.6207683447099748	1.9485805264610836	4.231146877145882	6.957810567439387	5	2	5	21	23
7560000	-2786.926812072363	-2639.1184816054574	-147.80833046690566	-2639.1184816054574	31.595518746740495	0.0019966885958809318	-136.38531018059447	2.0043245140157646	5.877560018609649	3.926841264444007	4.433414951140585	2.991266323800296	14	27	8	2	5
7570000	-2813.6386828842647	-2639.4735247019416	-174.16515818232307	-2639.4735247019416	38.860390139634056	0.0013810213672191209	-159.78511134382862	1.4630889586858862	6.6566344707199585	6.184493120381516	9.613399865441421	5.815232003249897	2	20	13	7	14
7580000	-2787.8481384106753	-2638.015201028175	-149.83293738250057	-2638.015201028175	28.10072344211886	0.002085492602420112	-137.47425134057897	2.7331370979080636	5.338395121773104	9.718607716548231	4.642898350436653	2.8415654032750592	18	8	14	4	12
7590000	-2801.378970724466	-2648.9847038564553	-152.3942668680107	-2648.9847038564553	32.50667885340744	0.0019400678877031976	-140.16890499607564	2.684758938583447	2.8675301565204325	8.178067434335075	6.960833766491158	2.671446285927829	17	13	7	6	13
7600000	-2781.9229022779896	-2640.1442171954886	-141.77868508250077	-2640.1442171954886	31.91281812996398	0.002019914935432159	-131.35772689497531	1.5428592169367026	2.6684395117225783	4.177537954486125	2.629180545722908	5.919222434850086	8	5	18	2	23
7610000	-2786.583131589492	-2640.5423606917375	-146.0407708977547	-2640.5423606917375	31.190998512209344	0.0017123298755647102	-132.66432952522217	3.692708709684111	4.251833381178741	1.5164756375334159	7.4731303096344925	3.382571869862031	5	16	3	14	18
7620000	-2782.5717376563107	-2640.6974916822924	-141.87424597401827	-2640.6974916822924	30.25444012657817	0.0022647993382882738	-130.3314732787701	2.003401059021921	6.07633273831804	6.272882444303002	3.7492562729767265	1.9789969555790718	6	28	5	6	11
7630000	-2811.7154823333804	-2644.193261692426	-167.52222064095446	-2644.193261692426	31.14774707399103	0.001667940307355781	-154.54995625457008	4.494994615919056	5.260647199483567	6.966786376820442	6.901659312170771	6.541793356184032	6	7	7	22	14
7640000	-2806.064309858674	-2640.210103225897	-165.85420663277688	-2640.210103225897	35.375513465367014	0.001425158258346263	-151.832150183874	2.8027998442884305	6.361506518147204	11.480618321189533	9.20650398144933	5.28147446589187	15	3	15	5	18
7650000	-2808.2951851584808	-2638.346471889666	-169.94871326881474	-2638.346471889666	36.267433817064386	0.001421674533462454	-156.2278313355147	11.719609628292257	6.605219743678043	7.808796378693588	5.3018248447023675	4.042203273997624	5	38	2	5	6
7660000	-2795.741771691466	-2640.1013667294005	-155.64040496206542	-2640.1013667294005	32.26315709174277	0.00168642361593428	-142.53254608293565	3.445732893544084	7.504761405439287	10.997959678822882	4.822849932133323	2.724908596382211	10	33	3	6	4
7670000	-2786.8312250552553	-2646.382490488447	-140.44873456680847	-2646.382490488447	30.95068000308291	0.0022217232649751283	-131.5401637243568	2.1784312928762968	4.473932778405638	2.6554316833369347	1.8303709787700433	1.7121274743622041	7	37	7	3	2
7680000	-2792.9728905893066	-2642.720307892657	-150.25258269665002	-2642.720307892657	31.114043916636724	0.0014829656975109669	-135.3162747182096	1.4698444007192322	6.7222218779114185	4.332751279955786	11.512835743014234	5.477576911336977	12	21	3	3	17
7690000	-2789.3934448449386	-2642.8319045920957	-146.561540252843	-2642.8319045920957	34.37744616829823	0.0018510732783107435	-133.78476402424332	3.850132245920846	3.9210788822405367	9.512813307632541	2.442825567280765	4.56102093885086	33	3	3	14	3
7700000	-2798.579922138205	-2643.1268422405155	-155.45307989768943	-2643.1268422405155	31.881621962339853	0.0019047857278680443	-143.87570545295134	4.524637565839815	4.641631909656982	4.2709954075431025	6.0065483480632995	2.5598205912207717	1	18	4	24	9
7710000	-2814.8934803782813	-2640.2667063250574	-174.62677405322378	-2640.2667063250574	39.022363518388126	0.0012786313512965655	-160.9096956247204	4.876806600345001	8.4752481904108	7.666640212603436	3.763082872562861	7.208303416100087	14	28	4	9	1
7720000	-2799.5530966432957	-2634.819846469739	-164.73325017355694	-2634.819846469739	31.05833512956918	0.0016686850541735164	-150.4031771905205	4.552430892408961	8.812561108479727	8.543634553342756	10.640294812780139	4.916403859830355	12	15	13	5	11
7730000	-2785.3128526785586	-2639.5911275489784	-145.7217251295802	-2639.5911275489784	30.46007934643953	0.0020293015981116976	-134.9448274846569	1.6570355493700026	1.5602955294566638	4.77303287615242	2.718993797951956	5.950205718646769	8	2	33	12	1
7740000	-2784.4195634886655	-2638.870045609851	-145.54951787881475	-2638.870045609851	30.202422601755764	0.0019596462953766877	-133.5571038548107	2.6887864727614668	3.3503780016274174	4.603147874987971	9.958296999260801	1.9585275695211555	6	11	12	13	14
7750000	-2785.6602245206554	-2638.1089127389696	-147.55131178168605	-2638.1089127389696	32.49859891497938	0.0018882140287717949	-136.45486213324693	3.8629980559537773	6.170630228546833	5.671296255234509	2.678864114880019	2.3149377152483654	18	3	25	5	5
7760000	-2771.7490746377066	-2639.1042359132043	-132.64483872450222	-2639.1042359132043	30.146241791545595	0.0018021917435317694	-122.45505240447704	2.0837792335464025	6.126286185837038	3.3495072644715256	2.097039256026656	1.7755336041801029	15	26	3	2	10
7770000	-2781.9996044091163	-2635.70541313101	-146.29419127810596	-2635.70541313101	31.53412230181504	0.0019938425078886786	-135.6564238395374	1.4227446013930143	6.214093556001119	1.0653757478409958	1.9651154340475134	1.9321800605733632	7	36	1	11	1
7780000	-2782.9741546719497	-2632.70248540692	-150.27166926502946	-2632.70248540692	32.12704491243624	0.0018777535311942548	-138.39329080313493	2.8316431949517575	3.9225265017112916	5.191937320934591	8.625658667772655	2.22417164843792	5	9	6	24	12
7790000	-2775.7717941572228	-2634.150212006167	-141.62158215105606	-2634.150212006167	30.354095569828736	0.0020808582854941536	-129.0632350731709	2.5235883072100798	4.197250511175609	2.4552189512307327	8.786011312098966	3.2904193356642155	7	17	6	8	18
7800000	-2798.440229007676	-2639.891082524948	-158.54914648272802	-2639.891082524948	29.93957462562001	0.0021936536222691115	-147.41501365321963	3.5017161466550037	4.81520523447418	3.774870898948893	5.144754722265935	2.9199653913949013	9	5	10	29	3
7810000	-2799.474948393574	-2641.970630686449	-157.50431770712498	-2641.970630686449	32.79017638255323	0.001676114159321245	-145.15724884362808	2.640311055875404	2.175189381670933	7.270519621282362	6.719501966301883	4.359551608556096	5	10	1	18	22
7820000	-2814.083879632934	-2643.2789363658453	-170.80494326708876	-2643.2789363658453	37.18530681462718	0.0014718324279291556	-158.46734065071118	3.2656370722936106	4.676032132885451	3.351260360065084	5.96219784032057	8.977862372095885	8	10	1	18	19
7830000	-2798.616332274883	-2639.7571275561895	-158.8592047186936	-2639.7571275561895	31.630562025266574	0.001448616716093293	-146.62341089791582	6.309254789718865	1.8487808748820997	5.292915652603185	3.9989325676081404	3.8924054782143602	26	3	16	7	4
7840000	-2790.9781611789062	-2638.1233027606213	-152.8548584182848	-2638.1233027606213	35.49207646864074	0.0017856952111160865	-141.818588968175	2.657076826447554	4.57337614801936	4.590510863306116	2.5622785226561424	4.646834081789127	7	22	18	8	1
7850000	-2779.9244163649705	-2636.432376139387	-143.49204022558357	-2636.432376139387	30.64515667553013	0.0018421514367086566	-133.39752610970706	2.5799862899630486	3.0605729812461013	5.27563641144167	3.464036607992212	2.1067696146500827	10	2	31	8	5
7860000	-2804.0531318739636	-2644.118451732166	-159.9346801417976	-2644.118451732166	29.119516569404507	0.0017871874712162901	-145.95942838960084	2.948708062008061	7.572623214646759	9.041048434323306	9.197726188656562	5.407241517237238	12	2	15	19	8
7870000	-2811.0188702746004	-2639.079320315647	-171.93954995895385	-2639.079320315647	32.84303897218692	0.0015711626381869424	-159.10042466720267	4.886584125339828	5.91213213858146	7.78082117312413	7.58242691495387	2.3595545480945233	14	1	27	7	7
7880000	-2808.2259079991113	-2634.002594694727	-174.22331330438413	-2634.002594694727	40.67050998947675	0.0012325309037020105	-159.47583852298646	6.733996101191768	1.5082584350523445	5.704627482591701	10.549405456083733	6.006039092869155	27	4	1	3	21
7890000	-2787.288121957221	-2634.0599189942245	-153.22820296299625	-2634.0599189942245	32.685188182827254	0.0017379177899570627	-140.63001219156402	2.4268378047352304	5.042664450702515	7.5068598220879235	6.787394896408017	5.467183407067726	11	18	20	3	4
7900000	-2809.9367936903614	-2630.705545166127	-179.23124852423405	-2630.705545166127	37.88503617987978	0.0013282856619850141	-165.7497538041013	4.925301630221816	6.4130027339620375	9.194554541422916	5.223303924276661	6.574984275436512	1	5	32	12	6
7910000	-2814.9609701740937	-2649.3939933574725	-165.56697681662146	-2649.3939933574725	33.2735788961954	0.0015225633163123702	-153.29868188649007	2.0176011303829378	3.0475795466719133	7.21129961590512	9.224778963584082	3.65891368999916	3	9	7	25	12
7920000	-2790.370039336626	-2637.258672146697	-153.1113671899294	-2637.258672146697	34.4981203452007	0.0017745792984535324	-142.07181822596985	3.130842529130894	7.6609554265718325	2.7759279306041345	2.673322522406562	2.524110866196722	7	33	9	6	1
7930000	-2796.507415182687	-2647.1827834056867	-149.32463177700026	-2647.1827834056867	32.17630364282166	0.001839396158078975	-136.96841574489582	2.9246883147663083	2.029929067532621	7.119562872120285	6.328970917394234	3.819769385240077	2	8	4	27	15
7940000	-2783.083235484874	-2638.291693470663	-144.7915420142109	-2638.291693470663	31.300798143500653	0.0019709302505098326	-132.3738439830096	2.1828010789637142	7.465534871253552	7.213886562509993	3.6547919576860717	2.4890904149204522	12	6	27	7	4
7950000	-2775.4744902138987	-2632.9786198335933	-142.49587038030555	-2632.9786198335933	29.535190659930304	0.00192852186949311	-132.9550038379683	2.4307925703376196	1.8305400077866514	4.456834354770064	3.995468421083592	0.7829792339649758	6	6	32	10	2
7960000	-2794.7881809690134	-2644.797230420492	-149.99095054852182	-2644.797230420492	30.65917448064576	0.0015492935241163156	-138.50878554260143	2.340591636232163	2.6256068087072926	4.466568253124257	7.139766949207754	6.656599977893754	8	3	18	15	12
7970000	-2792.709638504656	-2636.758997457579	-155.95064104707706	-2636.758997457579	35.60009306830019	0.0015961240360382752	-143.10595405684649	2.8140612452753615	7.755263068320753	10.07592934597968	1.1991978411073356	2.4716725091648453	15	17	18	4	2
7980000	-2791.652805367963	-2655.2436185711676	-136.40918679679544	-2655.2436185711676	28.413673654143253	0.0018963752073434196	-124.23419082577479	2.7507644312533155	4.143075191674526	8.771184000137708	7.121085066167997	1.1405861961087043	12	17	2	19	6
7990000	-2771.023019198584	-2633.249668760961	-137.77335043762292	-2633.249668760961	31.14357008821761	0.0018811197602605348	-127.4267638994263	1.7625908262872039	4.387171270151237	5.4340496758375165	2.311421394654651	2.4287411163569024	10	3	26	4	13
8000000	-2803.3550225010686	-2648.512476067329	-154.84254643373964	-2648.512476067329	35.14316899196946	0.0011199981945862229	-142.59231582833633	1.5373135014724113	3.4240615637344853	5.5838625526212775	10.944192521632363	2.5018291564801505	8	3	17	11	17
8010000	-2799.5445775586845	-2640.993652738914	-158.5509248197704	-2640.993652738914	31.918644941920352	0.00180821507861904	-144.4573232814378	2.99536424504565	11.766287264250948	8.02280250368011	4.9484175782847775	2.6032106609291277	14	4	19	12	7
8020000	-2795.396627600459	-2640.198950659475	-155.197676940984	-2640.198950659475	29.94292925812873	0.0015845288492268826	-142.01801268891614	6.394804061889748	13.521059423011948	6.65308229739758	2.449452544212154	2.691693350470729	26	2	11	1	16
8030000	-2805.7356500461096	-2638.269808256194	-167.46584178991557	-2638.269808256194	30.826567487042546	0.0017321753428692873	-152.23713524176895	4.437744600219338	8.214635207200995	23.357167061361274	5.102991234136121	2.290456356474279	13	23	2	9	9
8040000	-2800.0296556014564	-2641.3776331821514	-158.6520224193049	-2641.3776331821514	34.05531020217811	0.0014748220698155919	-142.56101290808874	1.6913481576795701	10.631972323604492	2.4723979821338857	4.822723330313054	8.33512152393478	13	24	2	16	1
8050000	-2807.2379311276864	-2639.4233080445183	-167.8146230831679	-2639.4233080445183	31.33224635861955	0.0019016424932924256	-152.0813071440549	5.532014667447242	11.124919390616434	15.621118294194545	10.914084915366661	7.099708795146781	22	1	8	5	20
8060000	-2810.7306726672755	-2636.1094708603405	-174.62120180693498	-2636.1094708603405	36.55921928986615	0.0015352750997879535	-160.58350037671687	8.316908186402989	7.370522786985587	2.679425461129193	4.6683785299977805	10.66803651024215	7	36	6	4	3
8070000	-2794.972990366692	-2637.1777767317294	-157.79521363496286	-2637.1777767317294	33.05823182000299	0.001531058534751403	-145.5059460896705	1.4430808068420606	2.8439918799010377	8.008770632628567	8.456577323396905	3.824846978283143	6	7	21	12	10
8080000	-2803.64122413653	-2637.9755203750087	-165.66570376152146	-2637.9755203750087	32.34493063769164	0.0015845106973840267	-154.58700254123565	2.189017324024408	2.4762740339703457	4.181241542920824	8.435561151680941	1.7271895873297356	9	3	5	38	1
8090000	-2805.255724656875	-2647.892081397229	-157.36364325964567	-2647.892081397229	30.533503854032336	0.0014349278349003378	-144.5893325428604	1.1559715803454496	1.1160785775020934	7.997547869575681	3.1755245068926743	1.9424378051163733	4	3	36	6	7
8100000	-2797.199979884394	-2642.5327777764132	-154.66720210798061	-2642.5327777764132	31.40114137721083	0.0017385843985447842	-142.43948303354065	4.913461511607026	5.586926849272377	6.7000048064334425	4.148910777582902	4.326666307107379	7	27	8	4	10
8110000	-2792.0229425008292	-2644.032436201716	-147.99050629911326	-2644.032436201716	35.14029076103048	0.0018699745098224863	-136.30735639140335	3.7670204732942683	4.149730492275586	4.937647398737322	5.660223954493565	4.751069639981343	11	3	11	11	20
8120000	-2808.892753345466	-2643.136775251548	-165.7559780939181	-2643.136775251548	32.66807951737439	0.0018652695105419387	-151.269389979648	5.052421668279457	10.408884509590012	7.172542281347098	10.81354149689669	3.203482565061771	12	4	4	22	14
8130000	-2794.211464850414	-2651.6970669033253	-142.5143979470886	-2651.6970669033253	28.9021551450101	0.002257603878904686	-132.83279827146006	2.7845190983879355	3.4433270548340165	5.26921734869903	1.4054308514027283	1.9130650640929876	5	5	36	6	4
8140000	-2796.312777981176	-2647.580271146289	-148.73250683488715	-2647.580271146289	34.19091740581722	0.0017213401515468404	-140.2906045083933	0.9659529970882996	1.6021106908045064	1.4295180970038595	2.4045829402984893	6.185071151333355	1	11	1	2	41
8150000	-2810.2524453615983	-2641.4150457372575	-168.83739962434097	-2641.4150457372575	35.79487197902592	0.0016440584430094192	-154.58452219172068	6.226512424794164	1.9908337231957782	7.126286506859571	8.489524469563639	6.05716561812951	10	3	10	8	25
8160000	-2788.9031409047016	-2641.5862927517037	-147.31684815299803	-2641.5862927517037	29.69057792932747	0.0021569705327490955	-136.51891842215068	3.7680143629472704	4.149313238599231	5.654473569029943	4.537684149254278	0.9555880695095357	26	9	14	1	6
8170000	-2781.818277432765	-2633.4979828034507	-148.32029462931436	-2633.4979828034507	32.95038975370284	0.0018596038498290366	-136.41546665506425	4.121744154135864	5.813689427712314	5.176367545303512	5.64651627092366	3.0786118682102632	31	4	1	7	13
